#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Regione_Fornitore,Convenzione,Lotto,Valore_economico_consumi,Numero_Ordini,N_PA,N_PO
"2018","CAMERE DI COMMERCIO","LIGURIA","LAZIO","CARBURANTI RETE - FUEL CARD 6","VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","4603,35","2","2","2"
"2018","CAMERE DI COMMERCIO","SICILIA","LAZIO","ENERGIA ELETTRICA 14","LOTTO 9 - CALABRIA, SICILIA","15778,99","3","2","2"
"2018","CAMERE DI COMMERCIO","TOSCANA","LAZIO","ENERGIA ELETTRICA 14","LOTTO 5 - TOSCANA, UMBRIA, MARCHE","34634,4","1","1","1"
"2018","CAMERE DI COMMERCIO","TOSCANA","LAZIO","ENERGIA ELETTRICA 15","TOSCANA","34010,34","1","1","1"
"2018","CAMERE DI COMMERCIO","TOSCANA","LAZIO","CARBURANTI RETE - FUEL CARD 6","TOSCANA, UMBRIA, LAZIO, CAMPANIA, SARDEGNA","11641,48","7","7","7"
"2018","CAMERE DI COMMERCIO","CALABRIA","LAZIO","GAS NATURALE 9","CALABRIA, SICILIA","1110,96","1","1","1"
"2018","CAMERE DI COMMERCIO","CALABRIA","LAZIO","ENERGIA ELETTRICA 14","LOTTO 9 - CALABRIA, SICILIA","30689,3","3","3","3"
"2018","CAMERE DI COMMERCIO","CALABRIA","LAZIO","CARBURANTI RETE - FUEL CARD 6","PUGLIA, BASILICATA, CALABRIA, SICILIA","2180,66","4","4","4"
"2018","CAMERE DI COMMERCIO","CALABRIA","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","2500","1","1","1"
"2018","CAMERE DI COMMERCIO","CAMPANIA","LAZIO","ENERGIA ELETTRICA 13","CAMPANIA, BASILICATA","2202,05","1","1","1"
"2018","CAMERE DI COMMERCIO","CAMPANIA","LAZIO","ENERGIA ELETTRICA 14","LOTTO 7 - CAMPANIA, BASILICATA","47905,29","4","4","4"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","ABRUZZO","LOMBARDIA","ENERGIA ELETTRICA 15","ABRUZZO, MOLISE","6997,22","4","2","4"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LIGURIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","239,54","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LIGURIA","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","2714,53","3","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","SICILIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","15147,51","3","3","3"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","TOSCANA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","12595,65","2","2","2"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","CALABRIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","830,24","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","CAMPANIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","13339,23","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","PIEMONTE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","7228,23","2","2","2"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LOMBARDIA","LOMBARDIA","GAS NATURALE 9","LOMBARDIA, TRENTINO ALTO ADIGE","52887","7","4","6"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LOMBARDIA","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","1855,48","2","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LOMBARDIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","22214,98","4","4","4"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LOMBARDIA","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","2248,96","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","EMILIA ROMAGNA","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","12540,96","5","3","4"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","TRENTINO ALTO ADIGE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","921,78","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","FRIULI VENEZIA GIULIA","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","5489,63","4","1","3"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","EMILIA ROMAGNA","GAS NATURALE 8","LOMBARDIA, TRENTINO ALTO ADIGE","3460,24","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","EMILIA ROMAGNA","GAS NATURALE 8","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","5653,17","2","2","2"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","EMILIA ROMAGNA","GAS NATURALE 10","LOMBARDIA, TRENTINO ALTO ADIGE","30938,98","5","4","5"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","EMILIA ROMAGNA","GAS NATURALE 10","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA ","48215,34","3","2","3"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - LAZIO, ABRUZZO, MOLISE","13928,71","4","1","2"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CAMPANIA, PUGLIA, BASILICATA","14090,83","2","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO?- LAZIO, ABRUZZO","1781,7","2","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","VENETO","EMILIA ROMAGNA","GAS NATURALE 10","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA ","8606,35","7","3","6"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","TOSCANA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO? - MARCHE, TOSCANA, UMBRIA","6668,03","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","CAMPANIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CAMPANIA, PUGLIA, BASILICATA","11422,57","4","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","CAMPANIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - CAMPANIA, BASILICATA, CALABRIA ","4215,03","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LOMBARDIA","EMILIA ROMAGNA","GAS NATURALE 8","LOMBARDIA, TRENTINO ALTO ADIGE","15645,32","2","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LOMBARDIA","EMILIA ROMAGNA","GAS NATURALE 10","LOMBARDIA, TRENTINO ALTO ADIGE","2636,79","3","2","3"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","EMILIA ROMAGNA","EMILIA ROMAGNA","GAS NATURALE 10","LOMBARDIA, TRENTINO ALTO ADIGE","1601,53","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","EMILIA ROMAGNA","EMILIA ROMAGNA","GAS NATURALE 10","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA ","1462,77","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","TRENTINO ALTO ADIGE","ENERGIA ELETTRICA 13","VENETO, FRIULI VENEZIA GIULIA","625,72","6","4","6"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","VENETO","TRENTINO ALTO ADIGE","ENERGIA ELETTRICA 13","VENETO, FRIULI VENEZIA GIULIA","74,91","2","1","2"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LOMBARDIA","TRENTINO ALTO ADIGE","ENERGIA ELETTRICA 13","VENETO, FRIULI VENEZIA GIULIA","1,63","1","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","FRIULI VENEZIA GIULIA","TRENTINO ALTO ADIGE","ENERGIA ELETTRICA 13","VENETO, FRIULI VENEZIA GIULIA","83,24","3","2","3"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LAZIO","LAZIO","ENERGIA ELETTRICA 14","LOTTO 6 - LAZIO","90826,14","1","1","1"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LAZIO","LAZIO","ENERGIA ELETTRICA 15","PROVINCIA DI ROMA","214,98","1","1","1"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LAZIO","LAZIO","CARBURANTI RETE - FUEL CARD 6","TOSCANA, UMBRIA, LAZIO, CAMPANIA, SARDEGNA","115400,92","7","7","7"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LAZIO","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","58786,91","10","4","4"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","MARCHE","LAZIO","ENERGIA ELETTRICA 14","LOTTO 5 - TOSCANA, UMBRIA, MARCHE","93712,56","2","2","2"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","MARCHE","LAZIO","ENERGIA ELETTRICA 15","MARCHE, UMBRIA","232393,13","3","3","3"
"2018","ENTI DI DIRITTO ALLO STUDIO","SARDEGNA","SARDEGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - SARDEGNA","73889,66","24","2","2"
"2018","ENTI DI DIRITTO ALLO STUDIO","MARCHE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","823,8","2","2","2"
"2018","ENTI DI DIRITTO ALLO STUDIO","PUGLIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","1512,57","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","UMBRIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","1126,63","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","VENETO","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","74676,57","4","2","2"
"2018","ENTI DI DIRITTO ALLO STUDIO","VENETO","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","2715,99","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","LIGURIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","5606,13","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","SICILIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","495,3","2","2","2"
"2018","ENTI DI DIRITTO ALLO STUDIO","TOSCANA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","5059,69","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","PIEMONTE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","2144,9","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","SARDEGNA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","1307,14","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","TRENTINO ALTO ADIGE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","1735","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","FRIULI VENEZIA GIULIA","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","80886,67","2","2","2"
"2018","ENTI DI DIRITTO ALLO STUDIO","FRIULI VENEZIA GIULIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","1030,45","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - LAZIO, ABRUZZO, MOLISE","16865,7","5","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO?- LAZIO, ABRUZZO","10936,01","3","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","PUGLIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CAMPANIA, PUGLIA, BASILICATA","32688,57","4","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","VENETO","EMILIA ROMAGNA","GAS NATURALE 8","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","9,26","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","VENETO","EMILIA ROMAGNA","GAS NATURALE 10","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA ","1360,02","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","CAMPANIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CAMPANIA, PUGLIA, BASILICATA","4450,16","2","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","CAMPANIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - CAMPANIA, BASILICATA, CALABRIA ","2969,95","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","LOMBARDIA","EMILIA ROMAGNA","GAS NATURALE 10","LOMBARDIA, TRENTINO ALTO ADIGE","173784,05","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","GAS NATURALE 8","LOMBARDIA, TRENTINO ALTO ADIGE","94622,26","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","GAS NATURALE 10","LOMBARDIA, TRENTINO ALTO ADIGE","129942,71","1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","VENETO","TRENTINO ALTO ADIGE","ENERGIA ELETTRICA 13","VENETO, FRIULI VENEZIA GIULIA","3607,61","3","3","3"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","GAS NATURALE 9","CALABRIA, SICILIA","1938,4","2","1","1"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 13","CAMPANIA, BASILICATA","262,31","1","1","1"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 14","LOTTO 6 - LAZIO","23759403,67","124","16","94"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 14","LOTTO 10 - SARDEGNA","59938,56","6","3","4"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 14","LOTTO 9 - CALABRIA, SICILIA","73851,85","26","5","7"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 14","LOTTO 7 - CAMPANIA, BASILICATA","162145,76","14","4","7"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 14","LOTTO 5 - TOSCANA, UMBRIA, MARCHE","336831,41","20","4","6"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 14","LOTTO 8 - PUGLIA,  ABRUZZO, MOLISE","135903,77","32","7","11"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 15","VENETO","77510,19","9","2","3"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 15","TOSCANA","14449,79","8","3","3"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 15","CAMPANIA","43610,95","11","5","7"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 15","MARCHE, UMBRIA","57078,65","9","3","4"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 15","PROVINCIA DI ROMA","5350244,41","51","11","42"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 15","SARDEGNA, LIGURIA","49368,23","11","4","4"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","ENERGIA ELETTRICA 15","TRENTINO ALTO ADIGE, FRIULI VENEZIA GIULIA","60070,47","9","4","4"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","CARBURANTI RETE - FUEL CARD 6","PUGLIA, BASILICATA, CALABRIA, SICILIA","423,22","2","1","1"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","CARBURANTI RETE - FUEL CARD 6","EMILIA ROMAGNA, MARCHE, ABRUZZO, MOLISE","-65,42","1","1","1"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","CARBURANTI RETE - FUEL CARD 6","TOSCANA, UMBRIA, LAZIO, CAMPANIA, SARDEGNA","3215107,97","63","12","52"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","CARBURANTI RETE - FUEL CARD 6","VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","2235,49","1","1","1"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","12411461,13","172","13","83"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CALABRIA, SICILIA","18135,99","3","1","3"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - EMILIA ROMAGNA, TOSCANA, UMBRIA, MARCHE","158673,1","19","2","7"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","LAZIO","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - EMILIA ROMAGNA, TOSCANA, UMBRIA, MARCHE","25952,31","3","1","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","TRENTINO ALTO ADIGE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","119479,67","8","2","5"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","1565477,67","7","4","5"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","49474,58","6","4","5"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO? - MARCHE, TOSCANA, UMBRIA","193446,79","19","1","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CAMPANIA, PUGLIA, BASILICATA","1437855,13","190","4","7"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","EMILIA ROMAGNA","GAS NATURALE 8","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","6744,27","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","EMILIA ROMAGNA","GAS NATURALE 10","LOMBARDIA, TRENTINO ALTO ADIGE","74200,74","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","EMILIA ROMAGNA","GAS NATURALE 10","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA ","77949,33","5","5","5"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","ABRUZZO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - LAZIO, ABRUZZO, MOLISE","78672,99","15","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","ABRUZZO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO?- LAZIO, ABRUZZO","90615,18","15","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","TOSCANA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO? - MARCHE, TOSCANA, UMBRIA","141953,2","30","3","3"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CALABRIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - CAMPANIA, BASILICATA, CALABRIA ","77312,49","15","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CAMPANIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CAMPANIA, PUGLIA, BASILICATA","1041003,03","94","4","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CAMPANIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - CAMPANIA, BASILICATA, CALABRIA ","1162437,06","92","4","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","EMILIA ROMAGNA","GAS NATURALE 10","LOMBARDIA, TRENTINO ALTO ADIGE","83733,37","6","6","6"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CAMPANIA, PUGLIA, BASILICATA","108203,06","13","2","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - CAMPANIA, BASILICATA, CALABRIA ","71410,37","6","1","2"
