#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Regione_Fornitore,Accordo_Quadro,Lotto,Bene_Servizio,Codice_CPV,Descrizione_CPV,Valore_economico_ordini,N_Ordini,N_PA,N_PO
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LIGURIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","APPARECCHIATURE DI RETE TELEFONICA","32429000-6","APPARECCHIATURA DI RETE TELEFONICA","149849,66","2","2","2"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LIGURIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI PRESIDIO NETWORKING E TELEFONIA","72253000-3","SERVIZI DI ASSISTENZA INFORMATICA E DI SUPPORTO","96030","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LIGURIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI MANUTENZIONE DI APPARECCHIATURE DI RETE TELEFONICA","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","135,84","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI STANDARD","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","78000","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER MONOCAMERALI STANDARD","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","76800","2","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI FUNZIONI AVANZATE","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","419800","4","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER MONOCAMERALI FUNZIONI AVANZATE","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","111700","3","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","LOMBARDIA","AQ MAMMOGRAFI CON TOMOSINTESI 1","MAMMOGRAFI DIGITALI CON TOMOSINTESI","DISPOSITIVI OPZIONALI PER MAMMOGRAFI DIGITALI","33111650-2","APPARECCHI PER MAMMOGRAFIA","20000","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","LOMBARDIA","AQ TOMOGRAFI COMPUTERIZZATI (TC) 1","TOMOGRAFI COMPUTERIZZATI (TC) GENERAL PURPOSE","TOMOGRAFI COMPUTERIZZATI","33115000-9","APPARECCHI PER TOMOGRAFIA","240000","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","LOMBARDIA","AQ DISPOSITIVI PER RESINCRONIZZAZIONE CARDIACA 1","PACEMAKER BIVENTRICOLARE (CRT-P) CON FUNZIONI AVANZATE, COMPRENSIVO DI ELETTROCATETERI E SISTEMA DI INTRODUZIONE DEGLI STESSI","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","107240","3","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","LOMBARDIA","AQ DISPOSITIVI PER RESINCRONIZZAZIONE CARDIACA 1","DEFIBRILLATORE BIVENTRICOLARE (CRT-D) CON FUNZIONI AVANZATE, COMPRENSIVO DI ELETTROCATETERI E SISTEMA DI INTRODUZIONE DEGLI STESSI","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","499200","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","LOMBARDIA","AQ DISPOSITIVI PER RESINCRONIZZAZIONE CARDIACA 1","DEFIBRILLATORE BIVENTRICOLARE (CRT-D) CON FUNZIONI STANDARD, COMPRENSIVO DI ELETTROCATETERI E SISTEMA DI INTRODUZIONE DEGLI STESSI","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","424800","3","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","LOMBARDIA","AQ DISPOSITIVI PER RESINCRONIZZAZIONE CARDIACA 1","DEFIBRILLATORE BIVENTRICOLARE (CRT-D) CON FUNZIONI AVANZATE COMPATIBILE CON UTILIZZO DI RISONANZA MAGNETICA NUCLEARE, COMPRENSIVO DI ELETTROCATETERI E SISTEMA DI INTRODUZIONE DEGLI STESSI","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","659900","2","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA NATURALE NON ASSORBIBILE PLURIFILAMENTO IN SETA PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","47138,9","5","1","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA NATURALE NON ASSORBIBILE PLURIFILAMENTO IN SETA NON MONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","259,2","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE MONOFILAMENTO IN POLIAMMIDE PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","58653,65","5","1","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE MONOFILAMENTO IN POLIPROPILENE PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","42577,08","5","1","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE PLURIFILAMENTO IN POLIESTERE RIVESTITA E PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","18902,96","5","1","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE PLURIFILAMENTO IN POLIESTERE RIVESTITA E NON MONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","24044,29","6","1","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A LUNGA PERDITA DI RESISTENZA TENSILE PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","14819,08","4","1","3"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A MEDIA PERDITA DI RESISTENZA TENSILE PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","14474,18","4","1","3"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A RAPIDA PERDITA DI RESISTENZA TENSILE PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","52055,7","4","1","3"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ MAMMOGRAFI CON TOMOSINTESI 1","MAMMOGRAFI DIGITALI CON TOMOSINTESI","MAMMOGRAFI DIGITALI","33111650-2","APPARECCHI PER MAMMOGRAFIA","486000","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ MAMMOGRAFI CON TOMOSINTESI 1","MAMMOGRAFI DIGITALI CON TOMOSINTESI","SERVIZI OPZIONALI PER MAMMOGRAFI DIGITALI","33111650-2","APPARECCHI PER MAMMOGRAFIA","193500","3","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ MAMMOGRAFI CON TOMOSINTESI 1","MAMMOGRAFI DIGITALI CON TOMOSINTESI","DISPOSITIVI OPZIONALI PER MAMMOGRAFI DIGITALI","33111650-2","APPARECCHI PER MAMMOGRAFIA","124400","2","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LOMBARDIA","AQ TOMOGRAFI COMPUTERIZZATI (TC) 1","TOMOGRAFI COMPUTERIZZATI (TC) GENERAL PURPOSE","TOMOGRAFI COMPUTERIZZATI","33115000-9","APPARECCHI PER TOMOGRAFIA","960000","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI STANDARD","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","117000","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER MONOCAMERALI STANDARD","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","56000","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI FUNZIONI AVANZATE","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","413600","3","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER MONOCAMERALI FUNZIONI AVANZATE","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","210000","2","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI FUNZIONI AVANZATE CON ALGORITMI DEDICATI","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","695800","3","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ STENT CORONARICI 1","STENT DES SENZA POLIMERO","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","80460","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ FARMACI BIOLOGICI 1","EPOETINA","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","360957,08","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ FARMACI BIOLOGICI 1","FILGRASTIM","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","32663,84","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","LOMBARDIA","AQ FARMACI BIOLOGICI 1","INFLIXIMAB","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","46200","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI STANDARD","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","200000","7","2","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER MONOCAMERALI STANDARD","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","134340","6","3","3"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI FUNZIONI AVANZATE","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","1711550","11","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI FUNZIONI AVANZATE CON ALGORITMI DEDICATI","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","274700","3","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI SUPPORTO SISTEMISTICO","72267100-0","MANUTENZIONE DI SOFTWARE DI TECNOLOGIA DELL'INFORMAZIONE","2483,45","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","APPARECCHIATURE DI RETE TELEFONICA","32429000-6","APPARECCHIATURA DI RETE TELEFONICA","571844,74","3","2","2"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI PRESIDIO NETWORKING E TELEFONIA","72253000-3","SERVIZI DI ASSISTENZA INFORMATICA E DI SUPPORTO","329000,28","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI FORMAZIONE AREA INFORMATICA - TELEMATICA","80533100-0","SERVIZI DI FORMAZIONE INFORMATICA","4351,44","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI MANUTENZIONE DI APPARECCHIATURE DI RETE TELEFONICA","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","134591,76","2","2","2"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ MAMMOGRAFI CON TOMOSINTESI 1","MAMMOGRAFI DIGITALI CON TOMOSINTESI","MAMMOGRAFI DIGITALI","33111650-2","APPARECCHI PER MAMMOGRAFIA","243000","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ MAMMOGRAFI CON TOMOSINTESI 1","MAMMOGRAFI DIGITALI CON TOMOSINTESI","SERVIZI OPZIONALI PER MAMMOGRAFI DIGITALI","33111650-2","APPARECCHI PER MAMMOGRAFIA","3000","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","LOMBARDIA","AQ MAMMOGRAFI CON TOMOSINTESI 1","MAMMOGRAFI DIGITALI CON TOMOSINTESI","DISPOSITIVI OPZIONALI PER MAMMOGRAFI DIGITALI","33111650-2","APPARECCHI PER MAMMOGRAFIA","43500","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","LOMBARDIA","AQ MAMMOGRAFI CON TOMOSINTESI 1","MAMMOGRAFI DIGITALI CON TOMOSINTESI","MAMMOGRAFI DIGITALI","33111650-2","APPARECCHI PER MAMMOGRAFIA","243000","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","LOMBARDIA","AQ TOMOGRAFI A RISONANZA MAGNETICA (RM) 1","TOMOGRAFI A RISONANZA MAGNETICA (RM) 1,5 TESLA - BIG BORE","TOMOGRAFI A RISONANZA MAGNETICA","33115000-9","APPARECCHI PER TOMOGRAFIA","1521000","2","2","2"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","LOMBARDIA","AQ TOMOGRAFI A RISONANZA MAGNETICA (RM) 1","TOMOGRAFI A RISONANZA MAGNETICA (RM) 1,5 TESLA - BIG BORE","DISPOSITIVI OPZIONALI PER TOMOGRAFI","33115000-9","APPARECCHI PER TOMOGRAFIA","5900","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI STANDARD","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","81500","3","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER MONOCAMERALI STANDARD","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","18350","3","2","2"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI FUNZIONI AVANZATE","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","980760","9","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER MONOCAMERALI FUNZIONI AVANZATE","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","211650","8","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI FUNZIONI AVANZATE CON ALGORITMI DEDICATI","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","302220","8","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ STENT CORONARICI 1","STENT DES SENZA POLIMERO","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","181780","2","2","2"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ STENT CORONARICI 1","BRS ? SCAFFOLD BIORIASSORBIBILI","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","175200","2","2","2"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ STENT CORONARICI 1","STENT DES CON POLIMERO DUREVOLE","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","1016800","5","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ STENT CORONARICI 1","STENT DES CON POLIMERO BIORIASSORBIBILE","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","562372","4","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","EPOETINA","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","25239","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","RITUXIMAB","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","1384581,6","4","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","ETANERCEPT","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","29932","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","INFLIXIMAB","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","140487,09","5","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI SUPPORTO SISTEMISTICO","72267100-0","MANUTENZIONE DI SOFTWARE DI TECNOLOGIA DELL'INFORMAZIONE","6456,97","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","APPARECCHIATURE DI RETE TELEFONICA","32429000-6","APPARECCHIATURA DI RETE TELEFONICA","62790,84","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI FORMAZIONE AREA INFORMATICA - TELEMATICA","80533100-0","SERVIZI DI FORMAZIONE INFORMATICA","3626,2","1","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","LOMBARDIA","AQ CENTRALI TELEFONICHE 7 ","LOTTO UNICO","SERVIZI DI MANUTENZIONE DI APPARECCHIATURE DI RETE TELEFONICA","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","10134,24","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER MONOCAMERALI FUNZIONI AVANZATE","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","501160","10","3","3"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ PACEMAKER 1","PACEMAKER BICAMERALI FUNZIONI AVANZATE CON ALGORITMI DEDICATI","STIMOLATORI CARDIACI","33182210-4","STIMOLATORI CARDIACI","316200","4","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ STENT CORONARICI 1","BMS ? BARE METAL STENT","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","2460","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ STENT CORONARICI 1","STENT DES SENZA POLIMERO","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","29800","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ STENT CORONARICI 1","BRS ? SCAFFOLD BIORIASSORBIBILI","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","48000","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ STENT CORONARICI 1","STENT DES CON POLIMERO DUREVOLE","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","832500","3","2","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ STENT CORONARICI 1","STENT DES CON POLIMERO BIORIASSORBIBILE","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","386350","3","2","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","EPOETINA","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","509613","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","RITUXIMAB","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","955110","3","2","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","ETANERCEPT","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","1080545,2","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","INFLIXIMAB","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","257518,69","2","2","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ FARMACI BIOLOGICI 1","FOLLITROPINA ALFA","PRODOTTI FARMACEUTICI","33600000-6","PRODOTTI FARMACEUTICI","807,75","1","1","1"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA NATURALE NON ASSORBIBILE PLURIFILAMENTO IN SETA PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","237365,96","4","4","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA NATURALE NON ASSORBIBILE PLURIFILAMENTO IN SETA NON MONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","12000","3","3","3"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE MONOFILAMENTO IN POLIAMMIDE PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","103000","4","4","4"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LOMBARDIA","AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE MONOFILAMENTO IN POLIPROPILENE PREMONTATA","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","342000","5","4","4"
