#Denominazione_Iniziativa,Denominazione_Lotto,Identificativo_Lotto,Tipo_Strumento,Prodotto,Codice_CPV,Descrizione_CPV,Tipo_Prodotto,Categoria_Merceologica,Descrizione_Dettaglio,Principale_Accessorio,Articolo_Disponibile_Mese_Corrente,Articolo_Disponibile_Anno_Solare
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AFFERRATOI PER OSSA","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Afferratoi per ossa","Primario","N","N"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi biopsia citologica","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi biopsia cutanea","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi biopsia istologica tipo Menghini","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi biopsia istologica tipo TRU-CUT (ghigliottina)","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi biopsia osteo-midollare e/o espianto midollare","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi cannula standard e di sicurezza","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi di Huber standard e di sicurezza","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e kit per anestesia spinale e peridurale","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi e sistemi per localizzazione dei noduli mammari e di altre strutture","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per agopuntura","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per alcolizzazione / drenaggio","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per angiografia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per elettroneurostimolazione","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per galattografia / colangiografia a cielo aperto","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per infusione ossea e vertebroplastica","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per mesoterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per scleroterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi per tatuaggio non endoscopico durante procedure mediche","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi standard e di sicurezza per infusione e prelievo","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Dispositivo automatico per aghi da biopsia istologica","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe monouso con ago standard e/o di sicurezza","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe monouso senza ago","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe pre-eparinate per emogasanalisi","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI FISTOLA PER EMODIALISI","33141325-4","AGHI FISTOLA","Bene","Sanità, Ricerca e Welfare","Aghi fistola per emodialisi","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI GUIDA CHIRURGICI","33141128-3","AGHI DI SUTURA","Bene","Sanità, Ricerca e Welfare","Aghi guida chirurgici","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI PASSAFILI CHIRURGICI","33141120-7","GRAPPETTE, SUTURE, LEGATURE","Bene","Sanità, Ricerca e Welfare","Aghi passafili chirurgici","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AGHI PER ANESTESIA","33141321-6","AGHI PER ANESTESIA","Bene","Sanità, Ricerca e Welfare","Aghi per anestesia per odontoiatria","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ALCOL TEST MONOUSO","38434560-9","ANALIZZATORI CHIMICI","Bene","Sanità, Ricerca e Welfare","Alcol Test monouso","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ALESATORI","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Alesatori","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ALGINATI PER IMPRONTE ODONTOIATRICHE","33133000-1","MATERIALE PER IMPRONTE DENTARIE","Bene","Sanità, Ricerca e Welfare","Alginati per impronte odontoiatriche","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ALIMENTI ENTERALI","33692300-0","ALIMENTI ENTERALI","Bene","Sanità, Ricerca e Welfare","Miscele per nutrizione enterale","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ALLARGAGESSI","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Allargagessi","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ALTIMETRI ELETTRONICI ADULTI E PEDIATRICI PER USO SANITARIO E OSPEDALIERO","33121000-4","SISTEMA DI REGISTRAZIONE AMBULATORIALE DI LUNGO PERIODO","Bene","Sanità, Ricerca e Welfare","Altimetri elettronici adulti e pediatrici per uso sanitario e ospedaliero","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ALTIMETRI MECCANICI ADULTI E PEDIATRICI PER USO SANITARIO E OSPEDALIERO","33121000-4","SISTEMA DI REGISTRAZIONE AMBULATORIALE DI LUNGO PERIODO","Bene","Sanità, Ricerca e Welfare","Altimetri meccanici adulti e pediatrici per uso sanitario e ospedaliero","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AMALGAME PER TERAPIA CONSERVATIVA","33134000-8","MATERIALE PER ENDODONZIA","Bene","Sanità, Ricerca e Welfare","Amalgame per terapia conservativa","Primario","N","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AMNIOTOMI","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Amniotomi","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AMPOLLE PER AEROSOLTERAPIA","33157400-9","APPARECCHI RESPIRATORI PER USO MEDICO","Bene","Sanità, Ricerca e Welfare","Ampolle per aerosolterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANALIZZATORI DELLA COMPOSIZIONE CORPOREA BCA","33100000-1","APPARECCHIATURE MEDICHE","Bene","Sanità, Ricerca e Welfare","Analizzatori della composizione corporea BCA","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANALIZZATORI FACCIALI","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Analizzatori facciali","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANALIZZATORI GRASSO CORPOREO BFA","33100000-1","APPARECCHIATURE MEDICHE","Bene","Sanità, Ricerca e Welfare","Analizzatori grasso corporeo BFA","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANELLI PER FISSAZIONE BULBO PER OFTALMOLOGIA","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Anelli per fissazione bulbo per oftalmologia","Primario","N","N"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANESTETICI IN SOLUZIONE INIETTABILE","33661100-2","ANESTETICI","Bene","Sanità, Ricerca e Welfare","Anestetici in soluzione iniettabile","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANOSCOPI","33168100-6","ENDOSCOPI","Bene","Sanità, Ricerca e Welfare","Anoscopi","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANSE CHIRURGICHE","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Anse chirurgiche","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANSE PER OFTALMOLOGIA","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Anse per oftalmologia","Primario","N","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ANSE, PORTA ANSE E FILO PER BATTERIOLOGIA-MICROBIOLOGIA","33141000-0","MATERIALI MEDICI NON CHIMICI DI CONSUMO MONOUSO E MATERIALE DI CONSUMO EMATOLOGICO","Bene","Sanità, Ricerca e Welfare","Anse, porta anse e filo per batteriologia-microbiologia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHI PER ANESTESIA E VENTILAZIONE ASSISTITA","33172100-7","APPARECCHI PER ANESTESIA","Bene","Sanità, Ricerca e Welfare","Apparecchi per anestesia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHI PER ANESTESIA E VENTILAZIONE ASSISTITA","33172100-7","APPARECCHI PER ANESTESIA","Bene","Sanità, Ricerca e Welfare","Apparecchiature per pressione positiva continua","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHI PER ANESTESIA E VENTILAZIONE ASSISTITA","33172100-7","APPARECCHI PER ANESTESIA","Bene","Sanità, Ricerca e Welfare","Componenti accessori e Hardware per apparecchiature per anestesia e ventilatori polmonari","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHI PER ANESTESIA E VENTILAZIONE ASSISTITA","33172100-7","APPARECCHI PER ANESTESIA","Bene","Sanità, Ricerca e Welfare","Ventilatori polmonari per uso ospedaliero","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHI PER ANESTESIA E VENTILAZIONE ASSISTITA","33172100-7","APPARECCHI PER ANESTESIA","Bene","Sanità, Ricerca e Welfare","Ventilatori polmonari trasportabili o per uso extra-ospedaliero","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER ASPIRAZIONE CHIRURGICA","33141000-0","MATERIALI MEDICI NON CHIMICI DI CONSUMO MONOUSO E MATERIALE DI CONSUMO EMATOLOGICO","Bene","Sanità, Ricerca e Welfare","Cannule di aspirazione chirurgica monouso","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","Diatermia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","Elettro-ultrasuoniterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","Elettroterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","Laserterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","Magnetoterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","Pressoterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","Radarterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","TENS","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPARECCHIATURE PER TERAPIA E RIABILITAZIONE","33158000-2","TERAPIA ELETTRICA, ELETTROMAGNETICA E MECCANICA","Bene","Sanità, Ricerca e Welfare","Ultrasuoniterapia","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPLICATORI PER APPROSSIMATORI CHIRURGICI","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Applicatori per approssimatori chirurgici","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPLICATORI PER CLIPS VASCOLARI E BULLDOG","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Applicatori per clips vascolari e bulldog","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APPROSSIMATORI CHIRURGICI","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Approssimatori chirurgici","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","APRIBOCCA","33171000-9","STRUMENTI PER ANESTESIA E RIANIMAZIONE","Bene","Sanità, Ricerca e Welfare","Apribocca","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ARCHI O STAFFE PER TRAZIONE","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Archi o staffe per trazione","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ARMADI DEGENZA","33192000-2","MOBILI PER USO MEDICO","Bene","Sanità, Ricerca e Welfare","Armadi degenza","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ARMADI E SCAFFALI PER SALA OPERATORIA","33192340-7","MOBILI PER SALE OPERATORIE, TAVOLI ESCLUSI","Bene","Sanità, Ricerca e Welfare","Armadi per endoscopia per sala operatoria","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ARMADI E SCAFFALI PER SALA OPERATORIA","33192340-7","MOBILI PER SALE OPERATORIE, TAVOLI ESCLUSI","Bene","Sanità, Ricerca e Welfare","Armadi per sala operatoria","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ARMADI E SCAFFALI PER SALA OPERATORIA","33192340-7","MOBILI PER SALE OPERATORIE, TAVOLI ESCLUSI","Bene","Sanità, Ricerca e Welfare","Scaffali per sala operatoria","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ARMADI INFORMATIZZATI PER FARMACI","33192000-2","MOBILI PER USO MEDICO","Bene","Sanità, Ricerca e Welfare","Armadi informatizzati per farmaci","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ARMADI PER FARMACI","33192000-2","MOBILI PER USO MEDICO","Bene","Sanità, Ricerca e Welfare","Armadi per farmaci","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ARREDI TECNICI DA LABORATORIO","39150000-8","ARREDI ED ATTREZZATURE VARIE","Bene","Sanità, Ricerca e Welfare","Arredi tecnici da laboratorio","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ASPIRASALIVA","33131300-0","MATERIALE ODONTOIATRICO MONOUSO","Bene","Sanità, Ricerca e Welfare","Aspirasaliva per uso odontoiatrico","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ASPIRATORI CHIRURGICI PORTATILI","33141000-0","MATERIALI MEDICI NON CHIMICI DI CONSUMO MONOUSO E MATERIALE DI CONSUMO EMATOLOGICO","Bene","Sanità, Ricerca e Welfare","Aspiratori chirurgici portatili","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ASPIRATORI DI MUCOSITÀ","33157400-9","APPARECCHI RESPIRATORI PER USO MEDICO","Bene","Sanità, Ricerca e Welfare","Aspiratori di mucosità","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ASSI PER IL TRASFERIMENTO","33141720-3","AUSILI PER LA DEAMBULAZIONE","Bene","Sanità, Ricerca e Welfare","Assi per il trasferimento","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ASSORBENTI MASCHILI","33141621-9","PRODOTTI PER L'INCONTINENZA","Bene","Sanità, Ricerca e Welfare","Assorbenti maschili","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ATTACCHI PER ESTRATTORI CHIODI ENDOMIDOLLARI","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Attacchi per estrattori chiodi endomidollari","Primario","N","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","ATTREZZATURE E PICCOLE APPARECCHIATURE DA LABORATORIO","39141500-7","CAPPE ASPIRANTI","Bene","Sanità, Ricerca e Welfare","Tubi medicali di raccordo per aspirazione chirurgica","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUSILI ANTIDECUBITO E PREVENZIONE DELLE ULCERE","33196000-0","AUSILI MEDICI","Bene","Sanità, Ricerca e Welfare","Ausili antidecubito e prevenzione delle ulcere","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUSILI PER L'IGIENE PERSONALE","33196000-0","AUSILI MEDICI","Bene","Sanità, Ricerca e Welfare","Sedie di trasferimento per vasca","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUSILI PER L'IGIENE PERSONALE","33196000-0","AUSILI MEDICI","Bene","Sanità, Ricerca e Welfare","Sedili fissi o girevoli per vasca da bagno","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUSILI PER L'IGIENE PERSONALE","33196000-0","AUSILI MEDICI","Bene","Sanità, Ricerca e Welfare","Sollevapersone elettrici per vasca da bagno","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUSILI PER LA CURA, LA PROTEZIONE E LA MOBILITÀ PERSONALE - ACCESSORI","33196000-0","AUSILI MEDICI","Bene","Sanità, Ricerca e Welfare","Ausili per la cura, la protezione e la mobilità personale - Accessori","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUSILI PER LA POSIZIONE SEDUTA","33196000-0","AUSILI MEDICI","Bene","Sanità, Ricerca e Welfare","Seggioloni, sistemi di postura, ausili per la posizione seduta","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUTOCLAVI PER STERILIZZAZIONE","33191110-9","AUTOCLAVI","Bene","Sanità, Ricerca e Welfare","Autoclavi per sterilizzazione","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUTOMEZZI USO SANITARIO","34114100-0","AUTOVEICOLI DI SOCCORSO","Bene","Sanità, Ricerca e Welfare","Ambulanze","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUTOMEZZI USO SANITARIO","34114100-0","AUTOVEICOLI DI SOCCORSO","Bene","Sanità, Ricerca e Welfare","Automediche","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","AUTOMEZZI USO SANITARIO","34114100-0","AUTOVEICOLI DI SOCCORSO","Bene","Sanità, Ricerca e Welfare","Veicoli trasporto disabili","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BACINELLE PER SALA OPERATORIA/CARRELLO MEDICAZIONE","33169400-6","CONTENITORI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Bacinelle per sala operatoria e/o per carrello medicazione","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BACINELLE RENIFORMI","33169400-6","CONTENITORI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Bacinelle reniformi","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BARELLE AD ALTEZZA FISSA","33192160-1","BARELLE","Bene","Sanità, Ricerca e Welfare","Barelle ad altezza fissa","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BARELLE AD ALTEZZA VARIABILE","33192160-1","BARELLE","Bene","Sanità, Ricerca e Welfare","Barelle ad altezza variabile","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BARRE ATTREZZATE TESTALETTO","33192000-2","MOBILI PER USO MEDICO","Bene","Sanità, Ricerca e Welfare","Barre attrezzate testaletto","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BASI IN RETE PER CONTAINER PER STERILIZZAZIONE A VAPORE","33191000-5","APPARECCHI PER LA STERILIZZAZIONE, LA DISINFEZIONE E L'IGIENE","Bene","Sanità, Ricerca e Welfare","Basi in rete per container per sterilizzazione a vapore","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BASI RICARICABILI PER RASOI PER TRICOTOMIA PREOPERATORIA","33721000-0","RASOI","Bene","Sanità, Ricerca e Welfare","Basi ricaricabili di manipoli rasoi elettrici per tricotomia preoperatoria","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BASTONE","33141720-3","AUSILI PER LA DEAMBULAZIONE","Bene","Sanità, Ricerca e Welfare","Bastone","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BATTITORI IMPATTATORI E PERCUSSORI CHIRURGICI","33169000-2","STRUMENTI CHIRURGICI","Bene","Sanità, Ricerca e Welfare","Battitori, impattatori e percussori chirurgici","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BENDAGGI","33141100-1","FASCIATURE, GRAPPETTE, SUTURE, LEGATURE","Bene","Sanità, Ricerca e Welfare","Bendaggi pronti per spalla, braccio e clavicola","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BENDAGGI","33141100-1","FASCIATURE, GRAPPETTE, SUTURE, LEGATURE","Bene","Sanità, Ricerca e Welfare","Bende e stecche","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BENDAGGI","33141100-1","FASCIATURE, GRAPPETTE, SUTURE, LEGATURE","Bene","Sanità, Ricerca e Welfare","Bende elastiche compressive e di sostegno","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BENDAGGI","33141100-1","FASCIATURE, GRAPPETTE, SUTURE, LEGATURE","Bene","Sanità, Ricerca e Welfare","Bende elastiche di fissaggio","Primario","S","S"
"BENI","FORNITURE SPECIFICHE PER LA SANITÀ",,"MePA","BENDAGGI","33141100-1","FASCIATURE, GRAPPETTE, SUTURE, LEGATURE","Bene","Sanità, Ricerca e Welfare","Bende in garza idrofila e TNT","Primario","S","S"
