#Denominazione_Iniziativa,Denominazione_Lotto,Identificativo_Lotto,Tipo_Strumento,Prodotto,Codice_CPV,Descrizione_CPV,Tipo_Prodotto,Categoria_Merceologica,Descrizione_Dettaglio,Principale_Accessorio,Articolo_Disponibile_Mese_Corrente,Articolo_Disponibile_Anno_Solare
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","APPARECCHIATURE DA LABORATORIO","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Flocculatori","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","APPARECCHIATURE DA LABORATORIO","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Fotometri","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","APPARECCHIATURE DA LABORATORIO","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Molini (Mulini) da laboratorio","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ARGENTO METALLICO E BENZOILE PEROSSIDO","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Argento metallico e benzoile perossido","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ASTE PER AGITATORI MECCANICI AD ASTA","38436100-1","AGITATORI MECCANICI","Bene","Sanità, Ricerca e Welfare","Aste per agitatori meccanici ad asta","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ASTE PER TRALICCI E BASI DI SOSTEGNO AD USO LABORATORIO","42671100-1","SUPPORTI PER STRUMENTI PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Aste per tralicci e basi di sostegno ad uso laboratorio","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ATTREZZATURE E PICCOLE APPARECCHIATURE DA LABORATORIO","39141500-7","CAPPE ASPIRANTI","Bene","Sanità, Ricerca e Welfare","Cappe/Cabine di sicurezza","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ATTREZZATURE E PICCOLE APPARECCHIATURE DA LABORATORIO","39141500-7","CAPPE ASPIRANTI","Bene","Sanità, Ricerca e Welfare","Cappe/Cabine di sicurezza - Opzioni e accessori","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ATTREZZATURE E PICCOLE APPARECCHIATURE DA LABORATORIO","39141500-7","CAPPE ASPIRANTI","Bene","Sanità, Ricerca e Welfare","Termociclatori","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ATTREZZATURE E STRUMENTI PER LA RACCOLTA DI PROVE BIOLOGICHE","33954000-2","KIT PER RACCOLTA DI PROVE BIOLOGICHE","Bene","Sanità, Ricerca e Welfare","Cassette per biopsia","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","AZOTO LIQUIDO PER CRIOGENIA","24111800-3","AZOTO LIQUIDO","Bene","Sanità, Ricerca e Welfare","Azoto liquido per criogenia","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BACCHETTE","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Bacchette","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BAGNI AD ULTRASUONI","42943200-0","BAGNI AGLI ULTRASUONI","Bene","Sanità, Ricerca e Welfare","Bagni ad ultrasuoni","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BAGNOMARIA","42943000-8","BAGNI TERMOSTATICI E ACCESSORI","Bene","Sanità, Ricerca e Welfare","Bagnomaria","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BASI PER ASTE DI SOSTEGNO AD USO LABORATORIO","42671100-1","SUPPORTI PER STRUMENTI PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Basi per aste di sostegno ad uso laboratorio","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BECHER/BICCHIERI CILINDRICI DI PLASTICA","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Becher/Bicchieri cilindrici di plastica","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BECHER/BICCHIERI CILINDRICI DI VETRO","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Becher/Bicchieri cilindrici di vetro","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BECHER/BICCHIERI NON CILINDRICI","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Becher/Bicchieri non cilindrici","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BEUTE/MATRACCI CONICI DI ERLENMEYER DI PLASTICA/VETRO","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Beute/Matracci conici di Erlenmeyer di plastica/vetro","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BEUTE/MATRACCI CONICI DI ERLENMEYER PER FILTRAZIONE SOTTO VUOTO","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Beute/Matracci conici di Erlenmeyer per filtrazione sotto vuoto","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BILANCE ELETTRONICHE ANALITICHE","38311100-9","BILANCE ELETTRONICHE ANALITICHE","Bene","Sanità, Ricerca e Welfare","Bilance elettroniche analitiche","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BILANCE ELETTRONICHE PORTATILI","38311000-8","BILANCE ELETTRONICHE E ACCESSORI","Bene","Sanità, Ricerca e Welfare","Bilance elettroniche portatili","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BILANCE ELETTRONICHE TECNICHE","38311200-0","BILANCE ELETTRONICHE TECNICHE","Bene","Sanità, Ricerca e Welfare","Bilance elettroniche tecniche","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BIOSSIDO DI CLORO","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Biossido di cloro","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BOTTIGLIE A SPRUZZETTA","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Bottiglie a spruzzetta","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BOTTIGLIE CON CONTEGOCCE","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Bottiglie con contagocce","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BOTTIGLIE/FLACONI/VASI DI PLASTICA","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Bottiglie/flaconi/vasi di plastica","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BOTTIGLIE/FLACONI/VASI DI VETRO","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Bottiglie/flaconi/vasi di vetro","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BOTTIGLIE/TANICHE CON RUBINETTO","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Bottiglie/taniche con rubinetto","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BRUCIATORI PER LABORATORIO","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Bruciatori a gas per laboratorio","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BRUCIATORI PER LABORATORIO","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Bruciatori elettrici per laboratorio","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BURETTE A CARICAMENTO MANUALE","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Burette a caricamento manuale","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BURETTE DI PELLET","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Burette di Pellet","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BURETTE DI SCILLING","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Burette di Scilling","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BURETTE DIGITALI","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Burette digitali","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","BURETTE DIGITALI - ACCESSORI E RICAMBI","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Burette digitali - Accessori e ricambi","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CAMERA PER ELETTROFORESI","38430000-8","APPARECCHI PER ANALISI E RIVELAZIONE","Bene","Sanità, Ricerca e Welfare","Camere per elettroforesi","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CAPILLARI MONOUSO CON INDICAZIONE DEL VOLUME INTERNO","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Capillari monouso con indicazione del volume interno","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CAPILLARI SENZA INDICAZIONE DEL VOLUME INTERNO","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Capillari senza indicazione del volume interno","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CAPSULE DI CRISTALLIZZAZIONE","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Capsule di cristallizzazione","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CAPSULE DI EVAPORAZIONE","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Capsule di evaporazione","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CAPSULE DI INCENERIMENTO","44111300-4","CERAMICHE","Bene","Sanità, Ricerca e Welfare","Capsule di incenerimento","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CAPSULE DI PETRI","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Capsule di Petri","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CARRELLI PER LAVAVETRERIE","33191000-5","APPARECCHI PER LA STERILIZZAZIONE, LA DISINFEZIONE E L'IGIENE","Bene","Sanità, Ricerca e Welfare","Carrelli per lavavetrerie","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CARTA INDICATRICE DI PH E CARTINE TORNASOLE AD USO LABORATORIO","38416000-4","MISURATORI DI PH","Bene","Sanità, Ricerca e Welfare","Carta indicatrice di PH e cartine tornasole ad uso laboratorio","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CARTA, CARTONCINO E FILTRI AD SUO LABORATORIO","15994200-4","CARTA PER FILTRI","Bene","Sanità, Ricerca e Welfare","Carta, cartoncino e filtri ad suo laboratorio","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CELLE A FLUSSO CONTINUO PER DISINTEGRATORI AD ULTRASUONI","38436730-6","CAMERE A FLUSSO CONTINUO PER DISINTEGRATORI A ULTRASUONI","Bene","Sanità, Ricerca e Welfare","Celle a flusso continuo per disintegratori a ultrasuoni","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CELLE CONTAGLOBULI","38510000-3","MICROSCOPI","Bene","Sanità, Ricerca e Welfare","Celle contaglobuli","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CENTRIFUGHE DA BANCO","42931120-8","CENTRIFUGHE DA BANCO","Bene","Sanità, Ricerca e Welfare","Centrifughe da banco","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CENTRIFUGHE DA PAVIMENTO","42931110-5","CENTRIFUGHE DA PAVIMENTO","Bene","Sanità, Ricerca e Welfare","Centrifughe da pavimento","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CESTELLI PER BEUTE PER AGITATORI","38436110-4","CESTINI PER BEUTE PER AGITATORI","Bene","Sanità, Ricerca e Welfare","Cestelli per beute per agitatori","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CESTELLI PER LAVAVETRERIE","33191000-5","APPARECCHI PER LA STERILIZZAZIONE, LA DISINFEZIONE E L'IGIENE","Bene","Sanità, Ricerca e Welfare","Cestelli per lavavetrerie","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CILINDRI GRADUATI DI PLASTICA","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Cilindri graduati di plastica","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CILINDRI GRADUATI DI VETRO","44618100-6","CONTENITORI LEGGERI","Bene","Sanità, Ricerca e Welfare","Cilindri graduati di vetro","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CITOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Citologia - Micromanipolatori cellulari","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CLAMP PER BEUTE PER AGITATORI","38436120-7","PINZE PER BEUTE PER AGITATORI","Bene","Sanità, Ricerca e Welfare","Clamp per beute per agitatori","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CLIPS/PINZE PER CONI A SMERIGLIATURA NORMALIZZATA","42671100-1","SUPPORTI PER STRUMENTI PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Clips/Pinze per coni a smerigliatura normalizzata","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CLORAMINA T TOSICLORAMIDE SODICA","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Cloramina T (Tosicloramide sodica)","Primario","N","N"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CLOREXIDINA GLUCONATO","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Clorexidina gluconato","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CLOREXIDINA GLUCONATO E CETRIMIDE","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Clorexidina gluconato e cetrimide","Primario","N","N"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CLOROSSIDANTE ELETTROLITICO","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Clorossidante elettrolitico","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CLORURO MERCURICO","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Cloruro mercurico","Primario","N","N"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CODE DI DISTILLAZIONE/RACCORDI DI VETRO ANGOLATI/ADATTATORI DI VETRO ANGOLATI CON DUE CONI A SMERIGLIATURA NORMALIZZATA","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Code di distillazione/raccordi di vetro angolati/adattatori di vetro angolati con due coni a smerigliatura normalizzata","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","COLONNE CROMATOGRAFICHE IN VETRO CON RUBINETTO DI SCARICO","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Colonne cromatografiche con rubinetto di scarico","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","COMPOSTI DI AMMONIO QUATERNARIO","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Composti di ammonio quaternario","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","COMPOSTI FENOLICI","24322400-1","FENOLI E DERIVATI","Bene","Sanità, Ricerca e Welfare","Composti fenolici","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONGELATORI A DISCESA CONTROLLATA DELLA TEMPERATURA","39711120-6","CONGELATORI","Bene","Sanità, Ricerca e Welfare","Criogenia - Congelatori a discesa controllata della temperatura","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONGELATORI E ULTRACONGELATORI AD USO LABORATORIO E FARMACIA","42940000-7","MACCHINARI PER IL TRATTAMENTO TERMICO DI SOSTANZE","Bene","Sanità, Ricerca e Welfare","Congelatori e ultracongelatori ad uso laboratorio e farmacia","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONI DI IMHOFF","33793000-5","ARTICOLI DI VETRO PER LABORATORIO","Bene","Sanità, Ricerca e Welfare","Coni di Imhoff","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONSISTOMETRI","38425800-8","DENSITOMETRI","Bene","Sanità, Ricerca e Welfare","Consistometri","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONTACOLONIE BATTERICHE","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Contacolonie batteriche","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONTAGIRI PER AGITATORI MECCANICI AD ASTA","38436100-1","AGITATORI MECCANICI","Bene","Sanità, Ricerca e Welfare","Contagiri per agitatori meccanici ad asta","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONTENITORI PER PRELEVAMENTO CAMPIONI","33192500-7","PROVETTE PER TEST","Bene","Sanità, Ricerca e Welfare","Contenitori per prelevamento campioni","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONTENITORI PER PRELEVAMENTO CAMPIONI","33192500-7","PROVETTE PER TEST","Bene","Sanità, Ricerca e Welfare","Sacchetti per il prelevamento campioni","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONTENITORI PER TRAVASI DI AZOTO LIQUIDO","44612000-3","CONTENITORI DI GAS LIQUEFATTO","Bene","Sanità, Ricerca e Welfare","Criogenia - Contenitori per travasi di azoto liquido LN2","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CONVERTITORI PER DISINTEGRATORI A ULTRASUONI","38436720-3","CONVERTITORI PER DISINTEGRATORI A ULTRASUONI","Bene","Sanità, Ricerca e Welfare","Convertitori per disintegratori a ultrasuoni","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","COPERCHI PER TERMOSTATI","42943000-8","BAGNI TERMOSTATICI E ACCESSORI","Bene","Sanità, Ricerca e Welfare","Coperchi per termostati","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CRIOSTATI E TERMOCRIOSTATI DI CIRCOLAZIONE","42943000-8","BAGNI TERMOSTATICI E ACCESSORI","Bene","Sanità, Ricerca e Welfare","Criostati e termocriostati di circolazione","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","CROGIOLI","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Crogioli","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","DETERGENTE PER LA SANITÀ","33631600-8","ANTISETTICI E DISINFETTANTI","Bene","Sanità, Ricerca e Welfare","Detergente enzimatico","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","DINAMOMETRI","38424000-3","APPARECCHI DI MISURAZIONE E CONTROLLO","Bene","Sanità, Ricerca e Welfare","Dinamometri","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","DISINTEGRATORI AD ULTRASUONI","38436700-7","DISINTEGRATORI A ULTRASUONI","Bene","Sanità, Ricerca e Welfare","Disintegratori ad ultrasuoni","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ELETTRODI COMBINATI PER PH-METRI","38416000-4","MISURATORI DI PH","Bene","Sanità, Ricerca e Welfare","Elettrodi combinati per pH metri","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","ELICHE PER ASTE PER AGITATORI MECCANICI AD ASTA","38436100-1","AGITATORI MECCANICI","Bene","Sanità, Ricerca e Welfare","Eliche per aste per agitatori meccanici ad asta","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Analizzatori di gruppo sanguigno e immunoematologia","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Citofluorimetri","Primario","N","N"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Coagulometri","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Contaglobuli","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Reattivi diagnostici (IVD) per citofluorimetria","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Reattivi diagnostici (IVD) per emostasi (coagulazione)","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Reattivi diagnostici (IVD) per gruppi sanguigni e per immunoematologia","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Reattivi diagnostici (IVD) utilizzati per la conta cellulare","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Ematologia - Strumentazione - Opzioni, accessori e consumabili","Primario","S","S"
"BENI","RICERCA, RILEVAZIONE SCIENTIFICA E DIAGNOSTICA",,"MePA","EMATOLOGIA","38000000-5","ATTREZZATURE DA LABORATORIO, OTTICHE E DI PRECISIONE (ESCLUSO VETRI)","Bene","Sanità, Ricerca e Welfare","Emostasi - Tromboelastografi","Primario","S","S"
