#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Provincia_PA,Sigla_provincia_PA,Regione_Fornitore,Convenzione,Lotto,bene_servizio,codice_CPV,descrizione_CPV,Numero_Ordini,Importo_Ordinato,N_PA,N_fornitori,N_PO
"2020","MINISTERI E AGENZIE FISCALI","LAZIO","ROMA","RM","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","2","185,4","1","1","2"
"2020","MINISTERI E AGENZIE FISCALI","LAZIO","RIETI","RI","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","1","61,8","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","LAZIO","LATINA","LT","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","3","119,6","2","1","3"
"2020","MINISTERI E AGENZIE FISCALI","LAZIO","ROMA","RM","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","23","177169,8","7","1","21"
"2020","MINISTERI E AGENZIE FISCALI","LAZIO","RIETI","RI","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","5133,6","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","LAZIO","LATINA","LT","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","3","12068,12","2","1","3"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","NAPOLI","NA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","1","920,32","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","NAPOLI","NA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","1","761,6","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","NAPOLI","NA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","4","38161,56","4","1","4"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","SALERNO","SA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","3478,68","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","NAPOLI","NA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","3","1041,72","2","1","3"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","SALERNO","SA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","1","561,6","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","NAPOLI","NA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","1","41,28","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","NAPOLI","NA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","8","36540,52","3","1","7"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","CASERTA","CE","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","2","6381,68","1","1","2"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","SALERNO","SA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","2","12334,76","2","1","2"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","CASERTA","CE","LOMBARDIA","CARTE DI CREDITO 5","PRESTAZIONE DEL SERVIZIO FINANZIARIO DI PAGAMENTO ATTRAVERSO CARTE DI CREDITO IN FAVORE DELLE PUBBLICHE AMMINISTRAZIONI","CARTE DI CREDITO","30161000-5","CARTE DI CREDITO","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LOMBARDIA","BUONI PASTO 8","LIGURIA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","14423,64","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","1","630","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","3","2685,6","2","1","3"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","VERBANO-CUSIO-OSSOLA","VB","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","1","212,8","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","TERMINALI INTERATTIVI","30231100-8","TERMINALI INFORMATICI","2","0","1","1","2"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","TERMINALI INTERATTIVI","30231100-8","TERMINALI INFORMATICI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","ALESSANDRIA","AL","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","TERMINALI INTERATTIVI","30231100-8","TERMINALI INFORMATICI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","BIELLA","BI","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","5","0","2","1","4"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","8","0","5","1","5"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","ALESSANDRIA","AL","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","VERBANO-CUSIO-OSSOLA","VB","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI INTEGRATI DI TELECOMUNICAZIONE","64227000-3","SERVIZI INTEGRATI DI TELECOMUNICAZIONE","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","FRIULI VENEZIA GIULIA","UDINE","UD","EMILIA ROMAGNA","GAS NATURALE 11","EMILIA ROMAGNA, FRIULI","GAS NATURALE","65200000-5","EROGAZIONE DI GAS E SERVIZI CONNESSI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","FRIULI VENEZIA GIULIA","TRIESTE","TS","EMILIA ROMAGNA","GAS NATURALE 11","EMILIA ROMAGNA, FRIULI","GAS NATURALE","65200000-5","EROGAZIONE DI GAS E SERVIZI CONNESSI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","FRIULI VENEZIA GIULIA","UDINE","UD","EMILIA ROMAGNA","GAS NATURALE 12","EMILIA ROMAGNA, FRIULI VENEZIA GIULIA","GAS NATURALE","65200000-5","EROGAZIONE DI GAS E SERVIZI CONNESSI","4","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","FRIULI VENEZIA GIULIA","TRIESTE","TS","EMILIA ROMAGNA","GAS NATURALE 12","EMILIA ROMAGNA, FRIULI VENEZIA GIULIA","GAS NATURALE","65200000-5","EROGAZIONE DI GAS E SERVIZI CONNESSI","10","0","6","1","9"
"2020","MINISTERI E AGENZIE FISCALI","FRIULI VENEZIA GIULIA","UDINE","UD","EMILIA ROMAGNA","BUONI PASTO 8","FRIULI VENEZIA GIULIA; TRENTINO ALTO ADIGE","BUONI PASTO","55510000-8","SERVIZI DI MENSA","3","25737,24","1","1","2"
"2020","MINISTERI E AGENZIE FISCALI","FRIULI VENEZIA GIULIA","TRIESTE","TS","EMILIA ROMAGNA","BUONI PASTO 8","FRIULI VENEZIA GIULIA; TRENTINO ALTO ADIGE","BUONI PASTO","55510000-8","SERVIZI DI MENSA","13","1947292,92","3","1","3"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","SALERNO","SA","TRENTINO ALTO ADIGE","VEICOLI IN NOLEGGIO 14","VEICOLI A DOPPIA ALIMENTAZIONE BENZINA/METANO","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","2664","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","SALERNO","SA","TRENTINO ALTO ADIGE","VEICOLI IN NOLEGGIO 14","VEICOLI A DOPPIA ALIMENTAZIONE BENZINA/METANO","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","10714,56","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LAZIO","ENERGIA ELETTRICA 17","PROVINCIA DI ROMA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","2","28872,5","2","1","2"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","1207,5","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","1","86,5","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","24,3","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","ABRUZZO","L'AQUILA","AQ","LAZIO","BUONI PASTO 8","LAZIO, MARCHE, UMBRIA, ABRUZZO, MOLISE, SARDEGNA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","4427,5","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LOMBARDIA","MILANO","MI","LAZIO","ENERGIA ELETTRICA 16","PROVINCIA DI MILANO E PROVINCIA DI LODI","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","TOSCANA","GAS NATURALE 12","LAZIO","GAS NATURALE","65200000-5","EROGAZIONE DI GAS E SERVIZI CONNESSI","1","0","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LOMBARDIA","RETI LOCALI 6","PAL ZONA CENTRO: TOSCANA, LAZIO, ABRUZZO, MARCHE, UMBRIA","SWITCH","32422000-7","COMPONENTI DI RETE","1","12295,41","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LOMBARDIA","RETI LOCALI 6","PAL ZONA CENTRO: TOSCANA, LAZIO, ABRUZZO, MARCHE, UMBRIA","BRETELLE OTTICHE","32421000-0","CABLAGGIO DI RETE","1","316,05","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LOMBARDIA","RETI LOCALI 6","PAL ZONA CENTRO: TOSCANA, LAZIO, ABRUZZO, MARCHE, UMBRIA","OPERE CIVILI ACCESSORIE","45200000-9","LAVORI PER LA COSTRUZIONE COMPLETA O PARZIALE E INGEGNERIA CIVILE","1","3514,11","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LOMBARDIA","RETI LOCALI 6","PAL ZONA CENTRO: TOSCANA, LAZIO, ABRUZZO, MARCHE, UMBRIA","SERVIZI PER RETI LOCALI","32410000-0","RETE LOCALE","1","344,26","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LAZIO","ROMA","RM","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","TERMINALI INTERATTIVI","30231100-8","TERMINALI INFORMATICI","1","0","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","PUGLIA","TARANTO","TA","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","1","0","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","VENETO","VERONA","VR","LOMBARDIA","BUONI PASTO 8","VENETO","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","3034,5","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","SICILIA","RAGUSA","RG","LOMBARDIA","BUONI PASTO 8","SICILIA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","2121,6","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","SICILIA","RAGUSA","RG","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE A COLORI, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","1","238,24","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","SICILIA","RAGUSA","RG","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE A COLORI, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","2571,84","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LOMBARDIA","LECCO","LC","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","1","419","1","1","1"
"2020","COMITATI E ORDINI PROFESSIONALI","LOMBARDIA","LECCO","LC","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","1","391,2","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","BOLOGNA","BO","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","3","26525,85","2","1","2"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","BOLOGNA","BO","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","141,8","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","TRENTINO ALTO ADIGE","BOLZANO/BOZEN","BZ","PIEMONTE","VEICOLI 10","CITY CAR","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","2","1854","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","TRENTINO ALTO ADIGE","BOLZANO/BOZEN","BZ","PIEMONTE","VEICOLI 10","CITY CAR","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","2","958,47","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","TRENTINO ALTO ADIGE","BOLZANO/BOZEN","BZ","PIEMONTE","VEICOLI 10","CITY CAR","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","2","23015,64","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","TRENTINO ALTO ADIGE","BOLZANO/BOZEN","BZ","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A4, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","3280","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","UDINE","UD","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","LETTORI CD E O DVD","30233153-8","LETTORI E/O MASTERIZZATORI DI CD E DI DVD","1","682,5","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","UDINE","UD","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","20404,5","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","UDINE","UD","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","1","4954,5","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","UDINE","UD","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","709","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","FROSINONE","FR","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","TELEFONI IP","32429000-6","APPARECCHIATURA DI RETE TELEFONICA","1","34020","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","ROMA","RM","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","2","38285,8","2","1","2"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","FROSINONE","FR","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","2","555560,1","1","1","1"
"2020","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","ROMA","RM","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","MULTIFUNZIONE","30121100-4","FOTOCOPIATRICI","1","4297,5","1","1","1"
