cod_amm	cod_ou	cod_uni_ou	des_ou	regione	provincia	comune	indirizzo	cap	cf	dt_verifica_cf	data_avvio_nso
asoom_to	uffDPS	DCDG5J	S.C. Direzione Professioni Sanitarie	Piemonte	TO	Torino	Largo Turati, 62	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffDSA	B548GA	Direzione Sanitaria d'Azienda	Piemonte	TO	Torino	Via Magellano, 1	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffDST	F6RBF6	S.C. Direzione Sanitaria di Presidio Ospedaliero	Piemonte	TO	Torino	Largo Turati, 62	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffFAT	GC4AQ9	S.C. Farmacia Ospedaliera	Piemonte	TO	Torino	Largo Turati, 62	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffmedco	ERVW8G	S.S. Medico Competente	Piemonte	TO	Torino	Via Magellano, 1	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffPER	JPG6FJ	S.C. Gestione e Organizzazione delle Risorse Umane (GORU)	Piemonte	TO	Torino	Via Magellano, 1	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffPRE	5M1I4J	S.S. Prevenzione e Protezione dai Rischi	Piemonte	TO	Torino	Via Magellano, 1	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffPRO	D3D4OS	Servizio Tenuta Protocollo	Piemonte	TO	Torino	Via Magellano, 1	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffPROV	T96AM0	S.C. Provveditorato	Piemonte	TO	Torino	Via Magellano, 1 - Torino	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffSEF	4A0QFF	S.S. Contab. Generale e Bilancio	Piemonte	TO	Torino	Via Magellano, 1	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffTEC	QR1E4A	S.C. Tecnico	Piemonte	TO	Torino	Via Magellano, 1	10128	09059340019	2020-02-05	2020-02-05
asoom_to	uffURT	S2CA8C	U.R.P.	Piemonte	TO	Torino	Largo Turati, 62	10128	09059340019	2020-02-05	2020-02-05
ASPA_BZ	fatture_BK	8KED5M	ufficio fatturazione Brunico	Trentino Alto Adige	BZ	Brunico	via ospedale 11	39031	00773750211	2020-02-27	2020-02-27
ASPA_BZ	fatture_BX	6PIR9M	ufficio fatturazione Bressanone	Trentino Alto Adige	BZ	Bressanone	via Dante 51	39042	00773750211	2020-02-27	2020-02-27
ASPA_BZ	fatture_BZ	J5WYXY	ufficio fatturazione Bolzano	Trentino Alto Adige	BZ	Bolzano	via del Ronco 3	39100	00773750211	2020-01-07	2020-01-07
ASPA_BZ	fatture_ME	1PM5GU	ufficio fatturazione Merano	Trentino Alto Adige	BZ	Merano	via Laurin 24	39012	00773750211	2020-02-27	2020-02-27
aspe	CASECON01	PQVZGN	Cassa Economale Enna	Sicilia	EN	Enna	Viale Diaz n.7	94100	01151150867	2020-01-17	2020-01-17
aspe	CASECON02	MCIX9U	Cassa Economale Piazza Armerina	Sicilia	EN	Piazza Armerina	C.da Bellia	94015	01151150867	2020-01-17	2020-01-17
aspe	CASECON03	ZY6QMC	Cassa Economale Agira	Sicilia	EN	Agira	C.da	94011	01151150867	2020-01-17	2020-01-17
aspe	DIPVET01	I6GASW	Dipartimento Veterinario	Sicilia	EN	Enna	Via Trieste	94100	01151150867	2020-01-17	2020-01-17
aspe	DISAGIRA01	ICS0CW	DISTRETTO AGIRA	Sicilia	EN	Agira	Via Carmine	94011	01151150867	2020-01-17	2020-01-17
aspe	DISENNA01	VA564Q	DISTRETTO ENNA	Sicilia	EN	Enna	Viale Diaz n.49	94100	01151150867	2020-01-17	2020-01-17
aspe	DISNICOSIA01	4MKBU4	DISTRETTO NICOSIA	Sicilia	EN	Nicosia	C.da San Francesco di Paola	94014	01151150867	2020-01-17	2020-01-17
aspe	DISPIAZZA01	B8NF0N	DISTRETTO PIAZZA ARMERINA	Sicilia	EN	Piazza Armerina	C.da Bellia	94015	01151150867	2020-01-17	2020-01-17
aspe	DPC01	J07OGB	Distribuzione Per Conto	Sicilia	EN	Enna	Viale Diaz n.7	94100	01151150867	2020-01-17	2020-01-17
aspe	FAROSP	845QF9	Farmacia Ospedaliera	Sicilia	EN	Enna	C.da Ferrante	94100	01151150867	2020-01-17	2019-10-01
aspe	FARTER	3L9RYF	Farmacia Territoriale	Sicilia	EN	Enna	Viale Diaz n.49	94100	01151150867	2020-01-17	2020-01-17
aspe	POBASILOTTA	AI42QO	P.O. BASILOTTA	Sicilia	EN	Nicosia	C.da San Giovanni	94014	01151150867	2020-01-17	2020-01-17
aspe	POCHIELLO01	84FPU0	P.O. CHIELLO 	Sicilia	EN	Piazza Armerina	C.da Bellia	94015	01151150867	2020-01-17	2020-01-17
aspe	POENNA01	XE1UCX	P.O. ENNA 	Sicilia	EN	Enna	C.da Ferrante	94100	01151150867	2020-01-17	2020-01-17
aspe	POFBC01	BL2944	P.O. FBC	Sicilia	EN	Leonforte	C.da San Giovanni	94013	01151150867	2020-01-17	2020-01-17
aspe	PROV01	0II3C8	Settore Provveditorato - Provveditorato	Sicilia	EN	Enna	Viale Diaz n.7	94100	01151150867	2020-01-17	2020-01-17
aspe	PROV02	ESUFGF	Cassa Economale Nicosia	Sicilia	EN	Enna	Viale Diaz n.7	94100	01151150867	2020-01-17	2020-01-17
aspe	TEC01	HU26YS	Settore Tecnico	Sicilia	EN	Enna	Viale Diaz n.7	94100	01151150867	2020-01-17	2020-01-17
asp_ag	502	NQDJOJ	Servizio Affari Generali	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	503	JLTY2M	UFFICIO LEGALE E CONTENZIOSO	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	504	S8HSRB	UFFICIO ALPI	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	506	53LDIT	UFFICIO TECNICO	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	507	S2CC6Y	SERVIZIO ECONOMICO FINANZIARIO E PATRIMONIALE	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	508	TYHWJF	DISTRETTO OSPEDALIERO AG1 P.O. DI AGRIGENTO	Sicilia	AG	Agrigento	CONTRADA CONSOLIDA	92100	02570930848	2019-09-23	2019-09-23
asp_ag	509	7I1A7L	DISTRETTO OSPEDALIERO AG1 P.O. DI CANICATTI'	Sicilia	AG	Canicatti'	VIA GIUDICE SAETTA	92024	02570930848	2019-09-23	2019-09-23
asp_ag	510	59IZ8O	DISTRETTO OSPEDALIERO AG1 P.O. DI LICATA	Sicilia	AG	Licata	CONTRADA CANNAVECCHIA	92027	02570930848	2019-09-23	2019-09-23
asp_ag	511	VNN1VA	DISTRETTO OSPEDALIERO AG2 P.O. DI SCIACCA	Sicilia	AG	Sciacca	VIA POMPEI	92019	02570930848	2019-09-23	2019-09-23
asp_ag	512	LH6R43	DISTRETTO OSPEDALIERO AG2 P.O. DI RIBERA	Sicilia	AG	Ribera	VIA CIRCONVALLAZIONE	92016	02570930848	2019-09-23	2019-09-23
asp_ag	513	YES4GI	DISTRETTO SANITARIO DI BASE DI AGRIGENTO	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	514	ZTUIK5	DISTRETTO SANITARIO DI BASE DI BIVONA	Sicilia	AG	Bivona	VIA BENEDETTINE	92010	02570930848	2019-09-23	2019-09-23
asp_ag	515	KD31RW	DISTRETTO SANITARIO DI BASE CANICATTI'	Sicilia	AG	Canicatti'	VIA PIETRO MICCA, 10	92024	02570930848	2019-09-23	2019-09-23
asp_ag	516	4ALKH2	DISTRETTO SANITARIO DI BASE CASTELTERMINI	Sicilia	AG	Casteltermini	VIA KENNEDY, 55	92025	02570930848	2019-09-23	2019-09-23
asp_ag	517	7BKUNV	DISTRETTO SANITARIO DI BASE LICATA	Sicilia	AG	Licata	VIA SANTA MARIA, snc	92027	02570930848	2019-09-23	2019-09-23
asp_ag	518	HIUHP5	DISTRETTO SANITARIO DI BASE RIBERA	Sicilia	AG	Ribera	Via circonvallazione C/O Ospedale	92016	02570930848	2019-09-23	2019-09-23
asp_ag	519	WOHPID	DISTRETTO SANITARIO DI BASE DI SCIACCA	Sicilia	AG	Sciacca	VIA POMPEI	92019	02570930848	2019-09-23	2019-09-23
asp_ag	520	PNT3XZ	U.O.C. Assistenza Sanitaria di Base Specialistica Privata ed Assistita	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	521	QUPB7Y	Dipartimento di Prevenzione Medico	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	522	70BRLF	Dipartimento di Prevenzione Veterinario	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	523	WGQ1XN	Dipartimento di Salute Mentale	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	526	F7ZAR1	Dipartimento del Farmaco Area Territoriale	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	527	4SEIQ0	Direzione Generale	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	528	H8V5II	Ufficio Formazione	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	541	8LIE07	FARMACIA P.O. SAN GIOVANNI DI DIO	Sicilia	AG	Agrigento	CONTRADA CONSOLIDA	92100	02570930848	2019-09-23	2019-09-23
asp_ag	542	SAX43F	FARMACIA P.O. LICATA	Sicilia	AG	Licata	CONTRADA CANNAVECCHIA	92027	02570930848	2019-09-23	2019-09-23
asp_ag	543	73ABFR	FARMACIA P.O. CANICATTI'	Sicilia	AG	Canicatti'	VIA GIUDICE SAETTA	92024	02570930848	2019-09-23	2019-09-23
asp_ag	544	NZQ10E	FARMACIA P.O. SCIACCA	Sicilia	AG	Sciacca	VIA POMPEI	92019	02570930848	2019-09-23	2019-09-23
asp_ag	545	ONJO6B	FARMACIA P.O. RIBERA	Sicilia	AG	Ribera	VIA CIRCONVALLAZIONE	92016	02570930848	2019-09-23	2019-09-23
asp_ag	546	V1NCQ0	U.O. SERVIZIO CONTROLLO SPESA FARMACEUTICA	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	547	A6A2DY	U.O. FARMACIA TERRITORIALE	Sicilia	AG	Agrigento	Viale Della Vittoria,321	92100	02570930848	2019-09-23	2019-09-23
asp_ag	548	R87OGZ	DISPENSAZIONE PER CONTO	Sicilia	AG	Agrigento	CONTRADA CONSOLIDA	92100	02570930848	2019-09-23	2019-09-23
asp_ag	549	I4MZMJ	UFFICIO DIRIGENZIALE TERRITORIALE	Sicilia	AG	Agrigento	VIALE DELLA VITTORIA, 321	92100	02570930848	2019-09-23	2019-09-23
asp_cs	ASP_FSL	AWID8B	UOC Forniture Servizi e Logistica	Calabria	CS	Cosenza	via Alimena 8	87100	02853720783	2020-01-24	2020-01-24
asp_cz	abes	VJMJV6	Provveditorato Economato e Gestione Logistica	Calabria	CZ	Catanzaro	via V. Cortese n. 25 - 88100 Catanzaro	88100	02865540799	2020-02-03	2020-02-03
asp_cz	agl	43GNFM	Affari Generali Legali e Assicurazioni	Calabria	CZ	Catanzaro	Via Vinicio Cortese, 25	88100	02865540799	2020-02-03	2020-02-03
asp_cz	ana_pat	G555UE	Anatomia Patologica Presidio Ospedaliero Lamezia Terme	Calabria	CZ	Lamezia Terme	Via Arturo Perugini - 88046 Lamezia Terme (Cz)	88046	02865540799	2020-02-03	2020-02-03
asp_cz	ane_ria	6F7KV0	Anestesia e Rianimazione Presidio Ospedaliero Lamezia Terme	Calabria	CZ	Lamezia Terme	Via Arturo Perugini - 88046 Lamezia Terme (Cz)	88046	02865540799	2020-02-03	2020-02-03
asp_cz	ane_ria_Sov	U7KNAX	Anestesia e Rianimazione Presidio Ospedaliero Soverato	Calabria	CZ	Soverato	via G.De Cardona 88068 Soverato (Cz)	88068	02865540799	2020-02-03	2020-02-03
asp_cz	ass_farm	38FQJP	Assistenza Farmaceutica Territoriale	Calabria	CZ	Catanzaro	viale degli Angioini n. 159 - 88100 Catanzaro	88100	02865540799	2020-02-03	2020-02-03
asp_cz	ass_specCZ	9YI48O	Assistenza Specialistica Catanzaro	Calabria	CZ	Catanzaro	via A.Daniele n.18- 88100 Catanzaro	88100	02865540799	2020-02-03	2020-02-03
asp_cz	ass_specLT	A4GUCQ	Assistenza Specialistica Lamezia Terme	Calabria	CZ	Lamezia Terme	piazza E. Borelli n. 13 - 88046 Lamezia Terme (Cz)	88046	02865540799	2020-02-03	2020-02-03
asp_cz	ass_specSV	6HE7PF	Assistenza Specialistica Soverato	Calabria	CZ	Soverato	piazza G. Casalinuovo-88068 Soverato (Cz)	88068	02865540799	2020-02-03	2020-02-03
asp_cz	card_polt	DWK3MW	Cardiologia Presidio Ospedaliero Lamezia Terme	Calabria	CZ	Lamezia Terme	Via Arturo Perugini - 88046 Lamezia Terme (Cz)	88046	02865540799	2020-02-03	2020-02-03
asp_cz	chir_gen_polt	XX35RA	Chirurgia Presidio Ospedaliero Lamezia Terme	Calabria	CZ	Lamezia Terme	Via Arturo Perugini - 88046 Lamezia Terme (Cz)	88046	02865540799	2020-02-03	2020-02-03
asp_cz	chir_gen_sov	BV7VMZ	Chirurgia Presidio Ospedaliero Soverato	Calabria	CZ	Soverato	via G.De Cardona 88068 Soverato (Cz)	88068	02865540799	2020-02-03	2020-02-03
asp_cz	dia_sov	XJRUUQ	Dialisi area Catanzaro Soverato	Calabria	CZ	Soverato	via G.De Cardona 88068 Soverato (Cz)	88068	02865540799	2020-02-03	2020-02-03
asp_cz	dir_dip_pre	PS49FM	Direzione Dipartimento di Prevenzione	Calabria	CZ	Catanzaro	via F. Acri n. 24 - 88100 Catanzaro	88100	02865540799	2020-02-03	2020-02-03
asp_cz	dscz	6SHYZJ	Direzione Distretto Catanzaro	Calabria	CZ	Catanzaro	via A. Daniele n. 18 - 88100 Catanzaro	88100	02865540799	2020-02-03	2020-02-03
asp_cz	dslt	XZW3G7	Direzione Distretto Lamezia Terme	Calabria	CZ	Lamezia Terme	piazza E. Borelli n. 13 - 88046 Lamezia Terme (Cz)	88046	02865540799	2020-02-03	2020-02-03
asp_cz	dssov	V5JHX8	Direzione Distretto Soverato	Calabria	CZ	Soverato	piazza G. Casalinuovo-88068 Soverato (Cz)	88068	02865540799	2020-02-03	2020-02-03
asp_cz	farm_ds_cz	RYZBD5	Farmacia Distretto Catanzaro	Calabria	CZ	Catanzaro	viale degli Angioini n. 159 - 88100 Catanzaro	88100	02865540799	2020-02-03	2020-02-03
asp_cz	farm_ds_lt	7G7M7N	Farmacia Distretto Lamezia Terme	Calabria	CZ	Lamezia Terme	via A. Perugini - 88046 Lamezia Terme (Cz)	88046	02865540799	2020-02-03	2020-02-03
asp_cz	farm_ds_sov	65OEQB	Farmacia Distretto Soverato	Calabria	CZ	Soverato	corso Umberto n. 298 88068 Soverato (Cz)	88068	02865540799	2020-02-03	2020-02-03
asp_cz	farm_POLT	EF4HQR	Farmacia Presidio Ospedaliero Lamezia Terme	Calabria	CZ	Lamezia Terme	Via Arturo Perugini - 88046 Lamezia Terme (Cz)	88046	02865540799	2020-02-03	2020-02-03
asp_cz	farm_POSM	QRTEXA	Farmacia Presidio Ospedaliero Soveria Mannelli	Calabria	CZ	Soveria Mannelli	via R.Rubbettino 88049 Soveria Mannelli (Cz)	88049	02865540799	2020-02-03	2020-02-03
asp_cz	farm_Sov	6AP5IB	Farmacia Presidio Ospedaliero Soverato	Calabria	CZ	Soverato	via G.De Cardona -88068 Soverato (Cz)	88068	02865540799	2020-02-03	2020-02-03
asp_pa	Ass_riab_extra_reg	CC226S	Assistenza Riabilitativa Pubblico Extra Regione	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	Ass_riab_filodoro	52LN49	Assistenza Riabilitativa Filo Doro	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_farm	9UVD2O	Dipartimento Farmaceutico	Sicilia	PA	Palermo	Via Pindemonte, 88	90129	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_fin	6ST46Z	Dipartimento Risorse Economico-Finanziarie e Patrimoniale	Sicilia	PA	Palermo	Via Pindemonte, 88	90129	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_lab	CUU1HK	Dipartimento Diagnostica di Laboratorio 	Sicilia	PA	Cefalu'	Contrada Pietra Pollastra	90015	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_PREV	7B2RVV	Dipartimento di Prevenzione	Sicilia	PA	Palermo	VIA SIRACUSA, 45	90141	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_PR_TE	FH6MB0	Dipartimento Provveditorato e Tecnico	Sicilia	PA	Palermo	Via Gaetano La Loggia, 5	90129	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_radio	Y7M7EW	Dipartimento Diagnostica per Immagini 	Sicilia	PA	Palermo	C.so Calatafimi, 1002	90131	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_riab	XYJP2L	Dipartimento Medicina Riabilitativa	Sicilia	PA	Palermo	Via Castellana 145	90135	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_salment	7PQ1XW	Dipartimento Salute Mentale, Dipendenze Patologiche e Neuropsichiatria dell'Infanzia e dell'Adolescenza 	Sicilia	PA	Palermo	Via Pindemonte, 88	90129	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_terr	GHOPM9	Dipartimento Attivita Territoriali e Integrazione Socio-Sanitaria	Sicilia	PA	Palermo	Via Pindemonte, 88	90129	05841760829	2020-01-10	2020-01-10
asp_pa	DIP_VET	O9MIGQ	Dipartimento di Prevenzione Veterinario	Sicilia	PA	Palermo	Via Carmelo  Onorato, 6	90129	05841760829	2020-01-10	2020-01-10
asp_pa	DIR_GEN	P4FZF3	Direzione Generale	Sicilia	PA	Palermo	via Giacomo Cusmano, 24	90141	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_33	Z48T49	Distretto 33 Cefalu	Sicilia	PA	Cefalu'	Contrada Pietra Pollastra	90015	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_34	58HT3D	Distretto 34 Carini	Sicilia	PA	Carini	Corso Italia, 151	90044	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_35	L3WDDT	Distretto 35 Petralia Sottana	Sicilia	PA	Petralia Sottana	Contrada Sant'Elia	90027	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_36	OUH1HZ	Distretto 36 Misilmeri	Sicilia	PA	Misilmeri	Via F. Traina, 1	90036	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_37	5LAJJB	Distretto 37 Termini Imerese	Sicilia	PA	Termini Imerese	Via Ospedale Civico, 1	90018	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_38	S3HDEA	Distretto 38 Lercara Friddi	Sicilia	PA	Lercara Friddi	Via F. Cali	90025	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_39	7EO3GC	Distretto 39 Bagheria	Sicilia	PA	Bagheria	Via B. Mattarella, 82	90011	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_40	Z4GS4T	Distretto 40 Corleone	Sicilia	PA	Corleone	Via Don G. Colletto	90034	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_41	PLIZL3	Distretto 41 Partinico	Sicilia	PA	Partinico	Piazza Verdi, 27	90047	05841760829	2020-01-10	2020-01-10
asp_pa	DIS_42	LJ127J	Distretto 42 Palermo	Sicilia	PA	Palermo	Via Lancia di Brolo 10/bis	90145	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_Cusm	CYLBQ3	Ufficio Economale via Cusmano	Sicilia	PA	Palermo	via Giacomo Cusmano 24	90141	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS33	V9HCSZ	Ufficio Economale DS 33 Cefalu	Sicilia	PA	Cefalu'	Contrada Pietra Pollastra	90015	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS34	P544UC	Ufficio Economale DS 34 Carini	Sicilia	PA	Carini	Corso Italia, 151	90044	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS35	0LXL0T	Ufficio Economale DS 35 Petralia	Sicilia	PA	Petralia Sottana	Contrada Sant'Elia	90027	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS36	99FDMQ	Ufficio Economale DS 36 Misilmeri	Sicilia	PA	Misilmeri	Via F. Traina, 1	90036	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS37	2X4VG3	Ufficio Economale DS 37 Termini	Sicilia	PA	Termini Imerese	Via Ospedale Civico, 1	90018	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS38	OU6AK5	Ufficio Economale DS 38 Lercara Friddi	Sicilia	PA	Lercara Friddi	Via F. Cali	90025	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS39	LRYFAA	Ufficio Economale DS 39 Bagheria	Sicilia	PA	Bagheria	Via B. Mattarella,166	90011	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS40	3T55LU	Ufficio Economale DS 40 Corleone	Sicilia	PA	Corleone	Via Don G. Colletto	90034	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS41	Z0A9MZ	Ufficio Economale DS 41 Partinico	Sicilia	PA	Partinico	Largo Casa Santa	90047	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS42	AJSMP4	Ufficio Economale DS 42	Sicilia	PA	Palermo	Via Lancia di Brolo 10/bis	90145	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_DS42lamp	NUCBT3	Ufficio Economale Lampedusa	Sicilia	AG	Lampedusa e Linosa	Via Grecale	92010	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_Pinde	NF5UQU	Ufficio Economale via Pindemonte	Sicilia	PA	Palermo	Via Pindemonte, 88	90129	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_POCorl	SF59I8	Ufficio Economale P.O. Corleone	Sicilia	PA	Corleone	Via Don G. Colletto, 25	90034	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_POGines	I0XPX8	Ufficio Economale P.O. Villa delle Ginestre 	Sicilia	PA	Palermo	Via Castellana n. 145	90135	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_POIngr	B954U3	Ufficio Economale P.O. Ingrassia	Sicilia	PA	Palermo	Corso Calatafimi, 1002	90131	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_POPart	N80XZG	Ufficio Economale P.O. Partinico	Sicilia	PA	Partinico	Via Circonvallazione	90047	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_POPetr	SJVKYX	Ufficio Economale P.O. Petralia	Sicilia	PA	Petralia Sottana	Contrada S. Elia	90027	05841760829	2020-01-10	2020-01-10
asp_pa	ECON_POTerm	NK1BDX	Ufficio Economale P.O. Termini	Sicilia	PA	Termini Imerese	Via S. Cimino, 2	90018	05841760829	2020-01-10	2020-01-10
asp_pa	FARM_PTAALB	6ZZASZ	Farmacia PTA Albanese	Sicilia	PA	Palermo	Via Papa Sergio I 5	90100	05841760829	2020-01-10	2020-01-10
asp_pa	FARM_PTAGUAD	3WG3ZY	Farmacia PTA Guadagna	Sicilia	PA	Palermo	via Villagrazia 46	90100	05841760829	2020-01-10	2020-01-10
asp_pa	FARM_TERR	A63S9T	Farmacia Territoriale	Sicilia	PA	Palermo	Via G. La Loggia 5	90135	05841760829	2020-01-10	2020-01-10
asp_pa	FARM_TURRCOL	ELB7V9	Farmacia Turrisi Colonna	Sicilia	PA	Palermo	Via Turrisi Colonna 43	90141	05841760829	2020-01-10	2020-01-10
asp_pa	MED_TRASF	68D4Z1	UOC Medicina Trasfusionale SIMT	Sicilia	PA	Cefalu'	Contrada Pietra Pollastra	90015	05841760829	2020-01-10	2020-01-10
asp_pa	OSP_CORL	4FE9EV	PO  Bianchi Corleone	Sicilia	PA	Corleone	Via Don G. Colletto, 25	90034	05841760829	2020-01-10	2020-01-10
asp_pa	OSP_INGR	IV7BF2	PO Ingrassia	Sicilia	PA	Palermo	C.so Calatafimi, 1002	90131	05841760829	2020-01-10	2020-01-10
asp_pa	OSP_PART	K543UD	PO Civico Partinico	Sicilia	PA	Partinico	Via Circonvallazione	90047	05841760829	2020-01-10	2020-01-10
asp_pa	OSP_PETR	85GY80	PO Petralia Sottana	Sicilia	PA	Petralia Sottana	Contrada S. Elia	90027	05841760829	2020-01-10	2020-01-10
asp_pa	OSP_TERM	LOD9F5	PO Cimino Termini Imerese	Sicilia	PA	Termini Imerese	Via S. Cimino, 2	90018	05841760829	2020-01-10	2020-01-10
asp_pa	POL_pacentro	DBVHOZ	Poliambulatorio Palermo Centro	Sicilia	PA	Palermo	Via Turrisi Colonna 43	90141	05841760829	2020-01-10	2020-01-10
asp_pa	PO_VILLAGIN	ZDBXNR	PO Villa delle ginestre	Sicilia	PA	Palermo	Via Castellana 145	90135	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA4949_113	1CA2A7	UCARPA4949_113	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA5255_111	FXQ7VL	UCARPA5255_111	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA5266_114	26VKV3	UCARPA5266_114	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8001_101	KRPNJQ	UCARPA8001_101	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8002_102	KS2CN9	UCARPA8002_102	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8003_103	QL8MKS	UCARPA8003_103	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8004_104	2FPF9R	UCARPA8004_104	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8005_105	65LR3E	UCARPA8005_105	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8101_106	UQC051	UCARPA8101_106	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8102_107	HMXDGD	UCARPA8102_107	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8103_108	03ES0V	UCARPA8103_108	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8104_109	FG1J78	UCARPA8104_109	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA8105_110	W2NPKK	UCARPA8105_110	Sicilia	PA	Palermo	Via Castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA_063052000067	5DUESD	UCARPA5267_119	Sicilia	PA	Palermo	Via castellana 145	90129	05841760829	2020-01-10	2020-01-10
asp_pa	UCARPA_06308000006	K0KMX6	UCARPA8006_118	Sicilia	PA	Palermo	Via castellana 145	90129	05841760829	2020-01-10	2020-01-10
