cod_amm	prg_srv_amm	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
c_f152	1	SUAP	Sportello Unico Attivita' Produttive	0831732234	http://www.impresainungiorno.gov.it/web/guest/comune?codCatastale=F152	suap@pec.comune.mesagne.br.it	pec
c_f152	2	Sportello Unico per l'Edilizia 	Lo SPORTELLO UNICO per l'EDILIZIA e' l'organismo a cui l'utente dovra' rivolgersi per tutto cio' che riguarda l'attivita' edilizia	0831732230	http://www.comune.mesagne.br.it/urbanistica/	urbanistica@pec.comune.mesagne.br.it	pec
c_f162	1	Guida Citta	Il servizio offre informazioni dettagliate su esercizi pubblici quali negozi, alberghi, banche, impianti sportivi, ecc. la cui ubicazione, grazie allimpiego di un GIS (Geographic Information System), viene evidenziata direttamente sulla mappa del centro abitato. I titolari degli esercizi commerciali, ristoranti, alberghi, punti di interesse, ecc.  possono richiedere di essere inseriti nella mappa .	0815322232	http://www.comune.meta.na.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/429	serviziinformatici.meta@asmepec.it	pec
c_f182	1	WEBCAM	WebCam	0123581124	http://www.comune.mezzenile.to.it/wcam/image00.jpg	info@comune.mezzenile.to.it	altro
c_f182	2	Albo Pretorio	Albo Pretorio atti in pubblicazione	0123581124	http://www.servizipubblicaamministrazione.it/servizi/saturnweb/Home.aspx?CE=mzznl325	info@comune.mezzenile.to.it	altro
c_f182	3	Pratiche edilizie online	MUDE Piemonte presentazione pratiche edilizie online	0123581124	http://www.mude.piemonte.it/	tecnico@comune.mezzenile.to.it	altro
c_f214	1	Anagrafe	Servizi demografici		http://www.comune.milo.ct.it/	anagrafe@pec.comune.milo.ct.it	pec
c_f224	1	Servizio 1	Affari Generali - Istituzionali - Legali, Pubblica Istruzione		null		altro
c_f224	2	Servizio 2	Archivio Storico, Pari Opportunita', Fondi Provinciali - Regionali - Europei, U.M.A. , Caccia		null		altro
c_f224	3	Servizio 3	Demografico/Elettorale, Igiene Pubblica, Tutela Ambientale, Acquisto Beni e Servizi		null	anagrafe.minturno@legalmail.it	pec
c_f224	4	Servizio 4	Polizia Locale, Protezione Civile, Servizi Sociali, Commercio		null	polizialocale.minturno@legalmail.it	pec
c_f224	5	Servizio 5	Sviluppo Economico, Finanziario, Controlli Interni		null		altro
c_f224	6	Servizio 6	Demanio, P.U.A., Sicurezza sul lavoro, Condono Edilizio, Cimitero, Politiche Abitative, Patrimonio		null		altro
c_f224	7	Servizio 7	Urbanistica, Edilizia Privata		null		altro
c_f224	8	Servizio 8	Lavori Pubblici, Viabilita', Verde Pubblico, Toponomastica				altro
c_f224	9	Servizio 9	Personale		null		altro
c_f249	1	ANNALISA LAURITA	SERVIZI SOCIALI	097156260	sindaco.missanello@tiscali.it	ANNALISALAURITA@PEC.IT	pec
c_f258	1	Servizi al Cittadino	Servizi innovativi al Cittadino nel settore Anagrafe		http://www.comune.modica.rg.it/demografici/index.html	ufficio.anagrafe@comune.modica.rg.it	altro
c_f258	2	Ufficio Rete Civica	Rete Civica del Comune di Modica	0932759239	http://www.comune.modica.gov.it/	info@comune.modica.rg.it	altro
c_f258	3	URP	Ufficio Relazioni con il Pubblico	0932759331	http://www.comune.modica.gov.it/content/urp	urp@comune.modica.rg.it	altro
c_f274	1	Portale	Sportello virtuale per cittadini e imprese con contenuti e servizi istituzionali di tipo informativo e ad alto tasso di interattivita' fruibili con strumenti di autenticazione sicura (smart card CIVICARD)	0823711750	http://www.comune.moiano.bn.it	comunedimoiano@pec.it	pec
c_f274	2	Sportello Unico per le Attivita' Produttive (SUAP)	Sistema on line regolante lo scambio di documentazione e il lavoro cooperativo tra il Comune e gli Enti terzi	0823711750	http://www.impresainungiorno.gov.it/web/benevento/comune/t/F274	comunedimoiano@pec.it	pec
c_f274	3	Consulta dati contributivi	Il servizio consente ai cittadini di consultare i propri dati contributivi ed effettuare il calcolo della pensione	0812128074	http://www.moiano.asmezsiba.it		altro
c_f274	4	Guida Citta'	Il servizio offre informazioni dettagliate su esercizi pubblici quali negozi, alberghi, banche, impianti sportivi, ecc. la cui ubicazione, grazie allimpiego di un GIS (Geographic Information System), viene evidenziata direttamente sulla mappa del centro abitato. Gli inserzionisti del servizio (i titolari degli esercizi commerciali) gestiscono direttamente la propria area web, aggiornando le informazioni tematiche di propria pertinenza.	0823711750			altro
c_f281	1	amministrazione comunale	amministrazione comunale	0143888117	www.comune.molare.al.it	info@comune.molare.al.it	altro
c_f299	1	Settore 1 - Affari Generali e Sociali	Ufficio Anagrafe		URL	anagrafe.pe@pec.it	pec
c_f299	2	Settore 1 - Affari Generali e Sociali	Segreteria			comune.portoempedocle@pec.it	pec
c_f299	3	Settore 3 - Lavori Pubblici ed Assetto del Territorio	Urbanistica			urbanistica.pe@pec.it	pec
c_f299	4	Settore 3 - Lavori Pubblici ed Assetto del Territorio	Ufficio Tecnico			ufficiotecnico.pe@pec.it	pec
c_f299	5	Settore 4 - Area di Vigilanza	Polizia Municipale			poliziamunicipale.pe@pec.it	pec
c_f299	6	Gabinetto del Sindaco	Ufficio Gabinetto del Sindaco	0922531759		gabsindaco.pe@pec.it	pec
c_f304	1	Portale informativo comunale	il portale informativo comunale fornisce informazioni di carattere generale sui servizi comunali (orari degli uffici, numeri di telefono, responsabili, competenze, ...	0313573811	http://www.comune.molteno.lc.it	protocollo@comune.molteno.lc.it	altro
c_f335	1	Gestione reclami	Il servizio consente l'inoltro di suggerimenti e reclami, assicurando riscontro certo	0116401391	http://www.comune.moncalieri.to.it/comune/suggerim_reclami/index_sugg_reclami.html	urp@comune.moncalieri.to.it	altro
c_f351	1	Sportello Unico Polivalente	E' il servizio unificato al quale cittadini e imprenditori possono rivolgersi per informazioni e segnalazioni, nonche' per accedere ai seguenti servizi:Affissioni, Agricoltura, Anagrafe, Artigianato, Assistenza, Attivita' turistico ricettive, Autorizzazioni di Polizia Amministrativa, Autorizzazioni di Polizia Municipale, Cimiteri, Commercio, Edilizia Privata, Igiene e sanita' pubblica, Occupazione suolo pubblico, Pubblicita', Servizi diversi, Stato Civile, Toponomastica, Tributi, Tutela dell'ambiente. ORARI DI APERTURA AL PUBBLICO Da Martedi a Venerdi 8.30 12.30 e 14.00 17.00. Mercoledi Giovedi e Sabato 8.30 12.30.	800280382		info@comune.mondovi.cn.it	altro
c_f360	1	Servizio Stato Civile	Stato Civile-Anagrafe-Aire	0423545068	www.comune.monfumo.tv.it	anagrafe@comune.monfumo.tv.it	altro
c_f377	1	Area Affari Istituzionali e Generali	Area Affari Istituzionali e Generali	0916564526	http://www.comune.monreale.pa.it	affarigenerali.monreale@pec.it	pec
c_f377	2	Area Gestione Risorse	Area Gestione Risorse	0916564407	http://www.comune.monreale.pa.it	gestionerisorse.monreale@pec.it	pec
c_f377	3	Area Programmazione e Gestione Risorse Umane	Area Programmazione e Gestione Risorse Umane	0916564530	http://www.comune.monreale.pa.it	risorseumane.monreale@pec.it	pec
c_f377	4	Area Pianificazione, Gestione ed Assetto del Territorio	Area Pianificazione, Gestione ed Assetto del Territorio	0916564230	http://www.comune.monreale.pa.it	pianificazioneterritorio.monreale@pec.it	pec
c_f377	5	Area Promozione Sociale e Territoriale	Area Promozione Sociale e Territoriale	0916564510	http://www.comune.monreale.pa.it	promozioneterritorio.monreale@pec.it	pec
c_f377	6	Corpo di Polizia Municipale	Corpo di Polizia Municipale	0916564424	http://www.comune.monreale.pa.it	poliziamunicipale.monreale@pec.it	pec
c_f377	7	Area Affari Istituzionali e Generali - Ufficio di Stato Civile	Stato Civile	0916564450		statocivile.monreale@pec.it	pec
c_f407	1	Servizio Tecnico	Ufficio tecnico	0119408089	www.comune.montaldotorinese.to.it	utc@comune.montaldotorinese.to.it	altro
c_f409	1	PROTOCOLLO	UFFICIO PROTOCOLLO	0141953040	www.comune.montaldoscarampi.at.it	protocollo@comune.montaldoscarampi.at.it	altro
c_f409	2	ANAGRAFE	UFFICIO ANAGRAFE	0141953040	www.comune.montaldoscarampi.at.it	protocollo@comune.montaldoscarampi.at.it	altro
c_f430	1	ufficio tecnico	UFFICIO FATTURAZIONE ELETTRONICA		www.comune.montasola.ri.it	comunemontasola@libero.it	altro
c_f433	1	GIOVANNI	FERRARA	0872947126	www.comune.montazzoli.ch.it	giovanni.montazzoli@libero.it	altro
c_f433	2	TECNICO	SERVIZIO TECNICO	0872869126	www.comune.montazzoli.ch.it	giovanni.montazzoli@libero.it	altro
c_f441	1	SERVIZIO FINANZIARIO (RAGIONERIA-TRIBUTI-ECONOMATO)	SERVIZIO FINANZIARIO (RAGIONERIA-TRIBUTI-ECONOMATO)	0858286130	www.comune.montebellodibertona.pe.it	finanziario@comune.montebellodibertona.pe.it	altro
c_f441	2	SERVIZI DEMOGRAFICI	SERVIZI DEMOGRAFICI	0858286130	www.comune.montebellodibertona.pe.it	anagrafe@comune.montebellodibertona.pe.it	altro
c_f441	3	UFFICIO TECNICO	Ufficio Tecnico	0858286130	www.comune.montebellodibertona.pe.it	tecnico@comune.montebellodibertona.pe.it	altro
c_f441	4	UFFICIO SEGRETERIA COMUNALE	SEGRETARIO COMUNALE	0858286130	www.comune.montebellodibertona.pe.it	segretario@comune.montebellodibertona.pe.it	altro
c_f480	1	Sistema Informativo Territoriale	Servizio Sistema Informativo Territoriale	0898022261	http://95.254.237.9:2020/	utc.montecorvinopugliano@pec.it	pec
c_f480	10	Anagrafe, Stato Civile, Leva, Elettorale	Servizio Anagrafe, Stato Civile, Leva ed Elettorale	0898022266		anagrafe@comune.montecorvinopugliano.sa.it	altro
c_f480	11	Finanziario	Servizio Ragioneria, Tributi Locali	0898022220		finanziario@comune.montecorvinopugliano.sa.it	altro
c_f480	12	Ufficio Tecnico	Servizio Tecnico Comunale	0898022262		ufficiotecnico@comune.montecorvinopugliano.sa.it	altro
c_f480	13	Polizia Municipale	Servizio Polizia Municipale	0898022278		poliziamunicipale.montecorvinopugliano@pec.it	pec
c_f480	14	Servizi Demografici	Servizio Demografico e Statistico	0898022266		demografici.montecorvinopugliano@pec.it	pec
c_f480	15	Ufficio Protezione Civile	Protezione Civile Comunale	0898022278		protezionecivile@comune.montecorvinopugliano.sa.it	altro
c_f480	16	Fattura elettronica PA	Servizio di fatturazione elettronica	0898022220		fatturapa.montecorvinopugliano@pec.it	pec
c_f480	17	ORGANISMO STRAORDINARIO DI LIQUIDAZIONE	gestione procedura liquidazione dissesto	089802237	http://comune.montecorvinopugliano.sa.it/index.php?action=index&p=1612	osl.montecorvinopugliano@pec.it	pec
c_f480	2	BDU	Servizio Base Dati Unificata intranet	0898022212		affarigenerali@comune.montecorvinopugliano.sa.it	altro
c_f480	3	Lavori Pubblici	Servizio Lavori Pubblici	0898022269	http://www.comune.montecorvinopugliano.sa.it/index.php?action=index&p=432	lavoripubblici.montecorvinopugliano@pec.it	pec
c_f480	4	SUAP	Sportello Unico Attivita' Produttive	0898022250	http://www.comune.montecorvinopugliano.sa.it/index.php?action=index&p=459	suap.montecorvinopugliano@pec.it	pec
c_f480	5	SUE	Sportello Unico per l'Edilizia	0898022254	http://www.comune.montecorvinopugliano.sa.it/index.php?action=index&p=460	utc.montecorvinopugliano@pec.it	pec
c_f480	6	URP	Servizio Relazioni con il Pubblico	0898022215	http://www.comune.montecorvinopugliano.sa.it/index.php?action=index&p=542	urp.montecorvinopugliano@pec.it	pec
c_f480	7	PUC	Servizio Piano Urbanistico Comunale	0898022250	http://www.comune.montecorvinopugliano.sa.it/index.php?action=index&p=586	udp.montecorvinopugliano@pec.it	pec
c_f480	8	Operazione Trasparenza	Servizio Trasparenza - presenze / assenze del personale distinte per mese di riferimento e Settore di appartenenza	0898022212	http://www.comune.montecorvinopugliano.sa.it/index.php?action=index&p=368	affarigenerali@comune.montecorvinopugliano.sa.it	altro
c_f480	9	Servizi alla Persona	Servizio politiche sociali, scolastiche e terzo settore	0898022221		serviziallapersona.montecorvinopugliano@pec.it	pec
c_f491	1	Portale	Sportello virtuale per cittadini e imprese con contenuti e servizi istituzionali di tipo informativo e ad alto tasso di interattivita' fruibili con strumenti di autenticazione sicura (smart card CIVICARD)	0825973021	http://www.comune.montefalcione.av.it	protocollo@comune.montefalcione.av.it	altro
c_f491	2	Sportello Unico per le Attivita' Produttive (SUAP)	Sistema on line regolante lo scambio di documentazione e il lavoro cooperativo tra il Comune e gli Enti terzi	0825973021	http://www.montefalcione.asmezsiba.it	anagrafe@comune.montefalcione.av.it	altro
c_f491	3	Consulta dati contributivi	Il servizio consente ai cittadini di consultare i propri dati contributivi ed effettuare il calcolo della pensione	0825973021	http://www.comune.montefalcione.av.it	 	altro
c_f491	4	Sportello Unico Edilizia	Il servizio consente la gestione delle pratiche edilizie e l'interrogazione, da parte del cittadino, dell'iter procedurale	0825973275	http://www.comune.montefalcione.av.it	ufficiourbanistica.montefalcione@cert.irpinianet.eu	pec
c_f491	5	Ricostruzione	Ufficio Ricostruzione	0825973275	www.comune.montefalcione.av.it	geom.pisc@comune.montefalcione.av.it	altro
c_f491	6	segreteria	uff.segreteria	0825973021	www.comune.montefalcione.av.it	protocollo@comune.montefalcione.av.it	altro
c_f495	1	TECNICO	SERVIZIO TECNICO	0874877530	http://www.comune.montefalconenelsannio.cb.it/	tecnico@comune.montefalconenlesannio.cb.it	altro
c_f512	1	Portale	Sportello virtuale per cittadini e imprese con contenuti e servizi istituzionali di tipo informativo e ad alto tasso di interattivita' fruibili con strumenti di autenticazione sicura (smart card CIVICARD)	0812128074	http://www.montefusco.asmezsiba.it		altro
c_f512	2	Sportello Unico per le Attivita' Produttive (SUAP)	Sistema on line regolante lo scambio di documentazione e il lavoro cooperativo tra il Comune e gli Enti terzi	0812128074	http://www.montefusco.asmezsiba.it		altro
c_f518	1	Ufficio Relazioni con il Pubblico	Fornisce informazioni di carattere generale sui servizi comunali ( orari degli uffici, numeri di telefono, responsabili, competenze). E' in grado di informare i cittadini sulle attivita' e sui servizi del Comune di Montegioco, spiegando nei dettagli le procedure e consegnando anche la modulistica necessaria.	0131875132		info@comune.montegioco.al.it	altro
c_f527	1	Ufficio Anagrafe	Servizio Anagrafe, Stato Civile, Elettorale, Protocollo, Messo Comunale	0141953052		montegrosso.dasti@ruparpiemonte.it	altro
c_f527	2	Servizio Economico Finanziario	Servizio Economico - Finanziario - Tributi - Personale	0141953052		comune@comune.montegrossodasti.at.it	altro
c_f527	3	Servizio Amministrativo	Servizio Amministrativo - Commercio - Agricoltura - Istruzione - Servizi Sociali - Cultura - Manifestazioni - Tributi (IMU e TASI)	0141953052		amministrativo@comune.montegrossodasti.at.it	altro
c_f527	4	Servizio Tecnico	Servizio Tecnico LL.PP - Urbanistico - Raccolta e smaltimento rifiuti	0141953052		tecnico@comune.montegrossodasti.at.it	altro
c_f529	1	PEC Comune di Montegrotto Terme	Indirizzo Istituzionale di Posta Elettronica Certificata del Comune di Montegrotto Terme	0498928711	www.montegrotto.org	protocollo@pec.montegrotto.org	pec
c_f543	1	VALERIO DOMINICI	RESPONSABILE UFFICIO TECNICO	0763834021	ufficio tecnico	tecnico@comune.monteleone.tr.it	altro
c_f543	2	FRANCESCO GIULIACCI	RESPONSABILE POLIZIA LOCALE	0763834021	POLIZIA LOCALE	polizia@comune.monteleone.tr.it	altro
c_f543	3	MASSIMO BARBANERA	UFFICIO AMMINISTRATIVO E DEMOGRAFICI	0763834021	DEMOGRAFICI	demografici@comune.monteleone.tr.it	altro
c_f543	4	PATRIZIA RONCELLA	RESPONSABILE UFFICIO RAGIONERIA	0763834021		ragioneria@comune.monteleone.tr.it	altro
c_f544	1	SUAP	Sportello Unico per le Attivita Produttive	0918940412	www.montelepre.gov.it	suap@pec.montelepre.gov.it	pec
c_f544	2	Servizi Demografici	Servizi Demografici	0918940310	www.montelepre.gov.it	anagrafe@pec.montelepre.gov.it	pec
c_f544	3	Settore V - Lavori e servizi pubblici	Lavori pubblici	0918940406	www.montelepre.gov.it	lavoripubblici@pec.montelepre.gov.it	pec
c_f547	1	COMUNE DI MONTELLO	Sul sito istituzionale del comune sono pubblicati avvisi, informazioni, notizie	035681028	http://www.comune.montello.bg.it	protocollo@comune.montello.bg.it	altro
c_f566	1	AFFARI GENERALI	SERVIZI DEMOGRAFICI	0825963003	null	ufficiodemografici.comunemontemiletto@legalmail.it	pec
c_f566	2	AMBIENTE E TERRITORIO	AMBIENTE E TERRITORIO	0825963003	null	ufficiollpp.comunemontemiletto@legalmail.it	pec
c_f566	3	UFFICIO FINANZIARIO	UFFICIO FINANZIARIO	0825963003	null	ufficiofinanziario.comunemontemiletto@legalmail.it	pec
c_f566	4	SERVIZIO POLIZIA LOCALE	VIGILI URBANI	0825963003	null	ufficiopm.comunemontemiletto@legalmail.it	pec
c_f566	5	URBANISTICA	UFFICIO URBANISTICA	0825963003	null	ufficiourbanistica.comunemontemiletto@legalmail.it	pec
c_f566	6	UFFICIO FATTURAZIONE ELETTRONICA	UFFICIO FATTURAZIONE ELETTRONICA		null	fepamontemiletto@pec.it	pec
c_f569	1	ragioneria	SERVIZIO FINANZIARIO	0874877259	www.comune.montemitro.cb.it	montemitrocomune@pec.it	pec
c_f569	2	tecnico	SERVIZIO TECNICO	0874877259	www.comune.montemitro.cb.it	montemitrocomune@pec.it	pec
c_f569	3	amministrativo	SERVIZIO AMMINISTRATIVO	0874877259	www.comune.montemitro.cb.it	montemitrocomune@pec.it	pec
c_f578	1	Area Amministrativa	Servizi Amministrativi	0872960109		protocollo@montenerodomo.gov.it	altro
c_f578	2	Area Contabile	Servizi economico-finanziari	0872960109		protocollo@montenerodomo.gov.it	altro
c_f578	3	Area Tenico-Manutentiva e Vigilanza	Servizi tecnici e polizia urbana	0872960109		protocollo@montenerodomo.gov.it	altro
c_f578	4	Affari Generali	Servizio Affari Generali - Segreteria Comunale	0872960109		protocollo@montenerodomo.gov.it	altro
c_f585	1	Economico finanziario - farmacia	Economico finanziario - farmacia	085894531	www.comune.roseto.te.it	protocollogenerale@pec.comune.roseto.te.it	pec
c_f591	1	Sito web istituzionale	Sito web del Comune di Monteprandone	073571091	http://www.monteprandone.gov.it	comune.monteprandone@emarche.it	pec
c_f591	2	Sportello Unico Attivita' Produttive	Sportello Unico Attivita' Produttive	0735710929		sportellounico.unionedeicomunipiceni@emarche.it	pec
c_f594	1	AREA DEMOGRAFICO STATISTICA E PROMOZIONALE, ATTIVITA' PRODUTTIVE, VIGILANZA, SOCIO-ASSISTENZIALE, CULTURA, SPORT E TEMPO LIBERO	AREA DEMOGRAFICO STATISTICA E PROMOZIONALE, ATTIVITA' PRODUTTIVE, VIGILANZA, SOCIO-ASSISTENZIALE, CULTURA, SPORT E TEMPO LIBERO	057570092		servizidemografici@comune.monterchi.ar.it	altro
c_f594	2	AREA  AMMINISTRATIVA-FINANZIARIA	AREA AMMINISTRATIVA FINANZIARIA	057570092		ragioneria@comune.monterchi.ar.it	altro
c_f594	3	AREA TECNICA	AREA TECNICA	057570092		tecnico@comune.monterchi.ar.it	altro
c_f610	1	AREA ECONOMICA	COMUNE DI MONTEROSSO ALMO	0932979088	01-TG8	MARIARITA.MORELLO@COMUNE.MONTEROSSOALMO.GOV.IT	altro
c_f610	2	AREA AFFARI GENERALI - S.U.A.P. - ATTIVITA' PRODUTTIVE	COMUNE DI MONTEROSSO ALMO	0932970261	01-TG8	salvatore.iucolano@comune.monterossoalmo.gov.it	altro
c_f610	3	AREA TECNICA	COMUNE DI MONTEROSSO ALMO	0932970261	01-TG8	PAOLO.AMATO@COMUNE.MONTEROSSOALMO.GOV.IT	altro
c_f610	4	AREA DEMOGRAFICA E SOCIO CULTURALE	COMUNE DI MONTEROSSO ALMO	0932977777	01-TG8	GIOVANNI.CASTELLINO@COMUNE.MONTEROSSOALMO.GOV.IT	altro
c_f631	1	SERVIZIO CULTURA, TURISMO, SPORT	Gestione Eventi, Servizi Scolastici, UNESCO		http://www.turismomontesantangelo.it	culturaeturismo@montesantangelo.it	pec
c_f667	1	Ufficio protocollo	fattura elettronica	0789478223	ufficio protocollo	protocollo@comune.monti.ss.it	altro
c_f667	2	MASIA MARIA DOMENICA	protocollo	0789478223	protocollo	protocollo@comune.monti.ss.it	altro
c_f667	3	CARBONI RAFFAELA	Ufficio anagrafe e stato civile	0789478229	anagrafe	anagrafe@comune.monti.ss.it	altro
c_f667	4	MULAS MARIA GRAZIA	elettorale	0789478221	elettorale	elettorale@comune.monti.ss.it	altro
c_f667	5	BUSIA CATERINA	servizi sociali	0789478220	sociali	servizisociali@comune.monti.ss.it	altro
c_f675	1	Ufficio Relazioni con il Pubblico	garantisce l esercizio dei diritti di informazione, di accesso agli atti e di partecipazione,  agevola la utilizzazione dei servizi offerti ai cittadini, anche attraverso la informazione sulle disposizioni normative e amministrative, e sulle strutture e sui compiti della amministrazione	0444947521	www.comune.monticello.vi.it	urp@comune.monticello.vi.it	altro
c_f681	1	SUAP	SUAP		https://www.portaletelematico.it/	comune.montodine@pec.regione.lombardia.it	pec
c_f686	1	U.R.P.-UFFICIO RELAZIONI CON IL PUBBLICO	L''ufficio relazioni al pubblico e'' lo sportello presso il quale i cittadini possono rivolgersi per ottenere informazioni e servizi, senza recarsi direttamente agli uffici di competenza ,offre servizi di informazionee di aiuto nella risoluzione di problemi con la Pubblica Amministrazione e riceve suggerimenti, proposte e segnalazioni di disservizi e lamentele su situazioni di cui il Comune e'' direttamente responsabile	0571449836	www.comune.montopoli.pi.it	info@comune.montopoli.pi.it	altro
c_f686	2	S.U.A.P. - SPORTELLO UNICO PER LE ATTIVITA'' PRODUTTIVE	Servizio rivolto alle imprese e ai cittadini per il rilascio delle autorizzazioni di ampiamento, modifica e rilascio degli impianti produttivi di beni e servizi sul territorio comunale	0571449810	www.distrettodelcuoio.it	e.guidi@comune.montopoli.pi.it	altro
c_f686	3	INFORMAGIOVANI	fornisce informazioni sulla scuola, universita'', formazione professionale, lavoro, servizio civile etc...	0571449829	http://www.informagiovanivaldarno.it/siteinfo/home.asp	informagiovani@comune.montopoli.pi.it	altro
c_f705	1	Servizio di pubblica illuminazione	Il servizio di pubblica illuminazione viene erogato nei centri urbani e nelle frazioni	0376800502		ut-Renzo.dallavalle@monzambano.gov.it	altro
c_f705	2	Servizio cimiteriale gestione cimiteri	Servizio di tumulazione estumulazione inumazione ed esumazione delle salme	0376800502		ut-Renzo.dallavalle@monzambano.gov.it	altro
c_f705	3	Servizio di trasporto scolastico	Il servizio viene erogato mediante ditta di trasporto pubblico	0376800502		Segreteria@monzambano.gov.it	altro
c_f705	4	Servizio mensa scolastica	Il servizio viene erogato nelle strutture dell'Ente da ditta privata mediante affidamento in appalto	0376800502		Segreteria@monzambano.gov.it	altro
c_f711	1	Ufficio demografici elettorale	Ufficio demografici elettorale	0332872623	Uffici demografici elettorale	demograficimorazzone@legalmail.it	pec
c_f711	2	Suap Morazzone	Suap Morazzone	0332872634	Suap Morazzone	suap.morazzone@pec.regione.lombardia.it	pec
c_f711	3	Servizio Ambiente e Patrimonio	Servizio Ambiente e Patrimonio	0332872635	www.comune.morazzone.va.it	affarigenerali@comune.morazzone.legalmailpa.it	pec
c_f711	4	Servizio Polizia Locale	Servizio Polizia Locale	0332873170	www.comune.morazzone.va.it	affarigenerali@comune.morazzone.legalmailpa.it	pec
c_f711	5	Servizio Attivita alla Persona	Servizio Attivita alla Persona	0332870185	www.comune.morazzone.va.it	affarigenerali@comune.morazzone.legalmailpa.it	pec
c_f711	6	Ufficio Segreteria - Protocollo - URP	Ufficio Segreteria - Protocollo - URP	0332872620	www.comune.morazzone.va.it	affarigenerali@comune.morazzone.legalmailpa.it	pec
c_f711	7	Servizio tecnico edilizia privata urbanistica lavori pubblici	Servizio tecnico edilizia privata urbanistica lavori pubblici	0332872633	www.comune.morazzone.va.it	affarigenerali@comune.morazzone.legalmailpa.it	pec
c_f715	1	Ufficio Contabilita	Servizio Contabilita	0541851941		bilancio@comune.morcianodiromagna.rn.it	altro
c_f715	2	Ufficio edilizia privata - urbanistica	Servizio edilizia privata - urbanistica	0541851931		ediliziaprivata@comune.morcianodiromagna.rn.it	altro
c_f715	3	Ufficio Lavori Pubblici - Patrimonio - Ambiente	Servizio Lavori Pubblici - Patrimonio - Ambiente	0541851934		lavoripubblici@comune.morcianodiromagna.rn.it	altro
c_f715	4	Ufficio Amministrativo e alla persona	Servizio Amministrativo e alla persona	0541851903		affarigenerali@comune.morcianodiromagna.rn.it	altro
c_f723	1	SUAP - UFFICIO TECNICO	SPORTELLO UNICO ATTIVITA' PRODUTTIVE ASSOCIATO	0172917821	www.comune.moretta.cn.it	ufficiotecnico.moretta@businesspec.it	pec
c_f723	2	ANAGRAFE-STATO CIVILE-ELETTORALE	ANAGRAFE-STATO CIVILE-ELETTORALE	0172911035	www.comune.moretta.cn.it	anagrafe.moretta@businesspec.it	pec
c_f723	3	RAGIONERIA - TRIBUTI	RAGIONERIA - TRIBUTI	0172911035	www.comune.moretta.cn.it	ragioneria.moretta@businesspec.it	pec
c_f723	4	POLIZIA MUNICIPALE	Servizio di Polizia, Notifiche, Protocollo, 	0172911035	www.comune.moretta.cn.it	poliziamunicipale.moretta@businesspec.it	pec
c_f723	5	UFFICIO TECNICO - EDILIZIA PRIVATA E LAVORI PUBBLICI	Pratiche edilizia privata, lavori pubblici e manutenzione	0172917821	www.comune.moretta.cn.it	ufficiotecnico.moretta@businesspec.it	pec
c_f723	6	SEGRETERIA	SEGRETERIA	0172911035	www.comune.moretta.cn.it	comune.moretta@businesspec.it	pec
c_f723	7	CASA DI RIPOSO 'VILLA LORETO'	Residenza per anziani	017294171	www.comune.moretta.cn.it	casariposo.moretta@businesspec.it	pec
c_f734	1	demografico	anagrafe, elettorare, istat	0690195314		demografico@pec.morlupo.eu	pec
c_f734	10	ced	servizio di elaborazione dati ed informatica	0690195337		ced@pec.morlupo.eu	pec
c_f734	2	tributi	tributi	0690195329		tributi@pec.morlupo.eu	pec
c_f734	3	Servizi Sociali, Scolastici e Culturali	Servizi Sociali, Scolastici e Culturali	06901951		sociali@pec.morlupo.eu	pec
c_f734	4	Personale	Personale			personale@pec.morlupo.eu	pec
c_f734	5	Ragioneria	Ragioneria			economico@pec.morlupo.eu	pec
c_f734	6	Lavori Pubblici	Lavori Pubblici			llpp@pec.morlupo.eu	pec
c_f734	7	Urbanistica Edilizia	Urbanistica Edilizia			urbanistica@pec.morlupo.eu	pec
c_f734	8	Tecnico Manutentivo	Tecnico Manutentivo			manutentivo@pec.morlupo.eu	pec
c_f734	9	Attivita' Produttive	Attivita' Produttive			suap@pec.morlupo.eu	pec
c_f765	1	ragioneria	SERVIZIO FINANZIARIO	085979131	WWW.comunedimoscufo.it	ragioneria@comunedimoscufo.it	altro
c_f765	2	tecnico	SERVIZIO TECNICO	085979131	www.comunedimoscufo.it	edilizia.urbanistica@comunedimoscufo.it	altro
c_f765	3	amministrativo	SERVIZI GENERALI	085979131	www.comunedimoscufo.it	rosarita.rosetti@comunemoscufo.com	altro
c_f765	4	commercio	COMMERCIO E PUBBLICA ISTRUZIONE	085979131	www.comunedimoscufo.it	commercio.pubblicaistruzione@comunedimoscufo.it	altro
c_f765	5	POLIZIA MUNICIPALE	POLIZIA MUNICIPALE	085979131	www.comunedimoscufo.it	poliziamunicipale@comunedimoscufo.it	altro
c_f772	1	Segnalazione Guasti	Segnalazione Guiasti ai servizi di rete, manto stradale, aree verdi, segnaletica e illuminazione	0942985007	https://www.comunemottacamastra.it/segnalazione-guasti-e-disservizi.html	area.tecnica@pec.comunemottacamastra.it	pec
c_f777	1	Settore Tecnico	Settore Tecnico del Comune di Motta Motecorvino	0881551007	www.comune.mottamontecorvino.fg.it	utc@pec.comune.mottamontecorvino.fg.it	pec
