cod_ou	cod_amm	prg_srv_ou	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
Servizi_Sociali	c_a266	1	CASA DI RIPOSO COMUNALE DR. ANGELO MAJONI	CENTRO SERVIZI PER PERSONE ANZIANE NON AUTOSUFFICIENTI	04362544	www.comunecortinadampezzo.it	cdr.cortina@cmcs.it	altro
Servizi_Sociali	c_a266	2	SERVIZI DEMOGRAFI	UFFICIO ANAGRAFE - STATO CIVILE - ELETTORALE - LEVA	0436867598	www.comunecortinadampezzo.it	anagrafe.cortina@cmcs.it	altro
Servizi_Sociali	c_a266	3	SERVIZI SOCIALI	UFFICIO SERVIZI SOCIALI - SAD - ASSISTENTE SOCIALE	0436868549	www.comunecortinadampezzo.it	cdr.cortina@cmcs.it	altro
SERVPERS	cdtdr	1	Servizi demografici	Servizi demografici e di stato civile	0532844417		demografici@comune.terredelreno.fe.it	altro
SERVPERS	cdtdr	2	Statistica	Servizi statistici	0532844418		demografici@comune.terredelreno.fe.it	altro
SERVPERS	cdtdr	3	Elettorale	Servizi elettorali	0532844419		demografici@comune.terredelreno.fe.it	altro
SERVPERS	cdtdr	4	Leva	Servizi inerenti la leva	0532844417		demografici@comune.terredelreno.fe.it	altro
SERVPERS	cdtdr	5	Sociale	Servizi sociali	0532844410		servizisociali@comune.terredelreno.fe.it	altro
SERVPERS	cdtdr	6	Infanzia	Servizi educativi e per l' infanzia	0532844422		educativi@comune.terredelreno.fe.it	altro
SERVPERS	cdtdr	7	Scuole	Servizi scolastici	0532844437		educativi@comune.terredelreno.fe.it	altro
SERVPERS	cdtdr	8	Sport e associazioni	Servizi inerenti lo sport e l' associazionismo	0532844414		sport@comune.terredelreno.fe.it	altro
SERVPERS	cdtdr	9	Tempo libero	Servizi inerenti la gestione del tempo libero	0532844414		associazioni@comune.terredelreno.fe.it	altro
servstud	uni_moli	1	Settore Segreteria Studenti	Settore Segreteria Studenti	0874404576	http://www.unimol.it/pls/unimolise/v3_s2ew_consultazione.mostra_pagina?id_pagina=50115	segreteriastudenti@unimol.it	altro
servstud	uni_moli	2	Settore Segreterie studenti nelle sedi di Pesche e Termoli	Settore Segreterie studenti nelle sedi di Pesche e Termoli	0874404304		annaseve@unimol.it	altro
servstud	uni_moli	3	Centro servizi per studenti disabili e studenti con DSA	Centro servizi per studenti disabili e studenti con DSA	0874404834		cenci@unimol.it	altro
servstud	uni_moli	4	Coordinamento Segreterie Studenti	Coordinamento Segreterie Studenti	0874404590		cefaratti@unimol.it	altro
servstud	uni_moli	5	Settore Esami di Stato e Corsi Post-lauream	Settore Esami di Stato e Corsi Post-lauream	0874404838		antonietta.diiulio@unimol.it	altro
servstud	uni_moli	6	Coordinamento Servizi Studenti	Coordinamento Servizi Studenti	0874404411		delmedico@unimol.it	altro
servstud	uni_moli	7	Settore Diritto allo Studio Tasse e Contributi	Settore Diritto allo Studio Tasse e Contributi	0874404411		delmedico@unimol.it	altro
servstud	uni_moli	8	Centro Orientamento e Tutorato - CORT	Centro Orientamento e Tutorato - CORT	0874404390		dardone@unimol.it	altro
servtecn	uni_moli	1	Settore gestione attivita' edilizie	Settore gestione attivita' edilizie	0874404220		aurisano@unimol.it	altro
servtecn	uni_moli	2	Settore prevenzione e protezione	Settore prevenzione e protezione	0874404374		gianluca.dipasquale@unimol.it	altro
servtecn	uni_moli	3	Settore manutenzione e logistica	Settore manutenzione e logistica	0874404216		valerio@unimol.it	altro
Serv_Finanz	c_f858	1	Servizi Finanziari	Area Contabile ed Informatica	0185337090	www.comune.ne.ge.it	servizifinanziari@comune.ne.ge.it	altro
SET	c_f835	1	SERVIZI TECNICO-GESTIONALI	SERVIZI TECNICO-GESTIONALI	0464549500		comunenagotorbole@pec.it	pec
SET-GEN	c_a809	1	S0102	Servizio Demografico	0543469236	null	demografici@pec.comune.bertinoro.fc.it	pec
SET-GEN	c_a809	2	S0105	SERVIZIO SEGRETERIA	0543469208		silvia.borghesi@comune.bertinoro.fc.it	altro
set02	p_mc	1	Tassa per Occupazione di Spazi ed Aree Pubbliche	Tassa per Occupazione di Spazi ed Aree Pubbliche	0733248206	https://asp.urbi.it/urbi/progs/urp/solhome.sto?DB_NAME=n200044&areaAttiva=3	giovanna.montecchiari@provincia.mc.it	altro
set02	c_d403	1	Servizio SUAP, Attivita' Economiche e Sicurezza	Parte del settore II - Dirigente Rita Ciardelli	0571757664	http://www.comune.empoli.fi.it	suap@comune.empoli.fi.it	altro
set02ep	c_d403	1	Servizio Edilizia Privata e Condono	Parte del settore II - Dirigente Marco Carletti	05717571	http://www.comune.empoli.fi.it	edilizia.privata@comune.empoli.fi.it	altro
set03	c_d403	1	Servizio Urbanistica	Parte del settore III - Dirigente Marco Carletti	05717571	http://www.comune.empoli.fi.it	ut.urbanistica@comune.empoli.fi.it	altro
set03am	c_d403	1	Servizio Tutela Ambientale	Parte del settore III - Dirigente Riccardo Gambini	05717571	http://www.comune.empoli.fi.it	ut.ambiente.sicurezza@comune.empoli.fi.it	altro
set04	c_d403	1	Servizio Appalti e Contratti	Parte del settore IV - Dirigente Rita Ciardelli	05717571	http://www.comune.empoli.fi.it	contratti@comune.empoli.fi.it	altro
set04pe	c_d403	1	Servizio Gestione del Personale	Parte del settore IV - Dirigente Anna Tani	05717571	http://www.comune.empoli.fi.it	personale@comune.empoli.fi.it	altro
setavv01	c_h703	1	Albo degli Operatori Economici	Albo degli Operatori Economici		https://albofornitori.comune.salerno.it/	rupalbofornitori@pec.comune.salerno.it	pec
setpers	c_h703	1	Attestati Malattia	Attestati Malattia			attestatimalattia@pec.comune.salerno.it	pec
SetServComu	c_e734	1	Consultazione / prenotazione libri	Consultazione libri disponibili e prenotazioe on-line previa iscrizione presso biblioteca comunale	0332532885	http://webopac.bibliotecheprovinciavarese.it	biblioteca@comune.luino.va.it	altro
SETT-TEC	c_h977	1	Settore Tecnico	Settore Tecnico	089631031	http://www.comune.sanmangopiemonte.sa.it/	settoretecnico.sanmangopiemonte@asmepec.it	pec
sett0	c_d122	1	Assistenza agli organi istituzionali del Comune	Assistenza agli organi istituzionali del Comune	0962921452		segretariagenerale@comune.crotone.it	altro
sett0	c_d122	2	Segreteria atti amministrativi	Segreteria atti amministrativi	0962921452		segretaiagenerale@comune.crotone.it	altro
sett0	c_d122	3	Ufficio gare e contratti	Ufficio gare e contratti	0962921750		zurzolograziella@comune.crotone.it	altro
sett0	c_d122	4	CED	Servizio informatico - Statistica - Centrale acquisti informatici	0962921407	null	ced@comune.crotone.it	altro
sett01	c_c904	1	Servizi demografici	Anagrafe, stato civile, elettorale	0521313701		demografici@postacert.comune.colorno.pr.it	pec
SETT01-CCIAA_FE	cciaa_fe	1	Servizio risorse e patrimonio	Uffici contabilta', personale,provveditorato	0532783927	http://www.fe.camcom.it	cristina.sandri@fe.camcom.it	altro
SETT01-CCIAA_FE	cciaa_fe	2	Servizio Tutela del mercato e della fede pubblica	Uffici verifiche amministrative e protesti, marchi e brevetti, vigilanza sul mercato, visure e ricerche		http://www.fe.camcom.it/regmercato	mauro.giannattasio@fe.camcom.it	altro
SETT01-CCIAA_FE	cciaa_fe	3	Servizio sistema qualita' e comunicazione	Uffici sistema qualita', URP, stampa e comunicazione, protocollo e archivio	0532783802	http://www.fe.camcom.it	andrea.migliari@fe.camcom.it	altro
SETT01-CCIAA_FE	cciaa_fe	4	Servizio promozione e sviluppo del territorio e dell'impresa	Uffici marketing del territorio e innovazione e qualita', marketing internazionale		http://www.fe.camcom.it	mauro.giannattasio@fe.camcom.it	altro
SETT01-CCIAA_FE	cciaa_fe	5	Servizio registro imprese	Uffici servizi innovativi, regstro imprese, attivita' regolamentate, sede decentrate		http://www.fe.camcom.it	registro.imprese@fe.camcom.it	altro
sett03	c_l346	1	Servizi Sociali					altro
sett1	c_c770	1	Settore 1	Ufficio segreteria, Servizio controlli reg. amm./va, strategico e anticorruzione		http://www.comune.civitanova.mc.it	comune.civitanovamarche@pec.it	pec
sett1	c_d607	1	Servizio Segreteria	Servizio Segreteria	0536833233	https://www.comune.fiorano-modenese.mo.it/chi-siamo/segreteria-generale	segreteria@comune.fiorano-modenese.mo.it	altro
sett1	c_d122	1	Formazione)					altro
sett1	c_d122	2	Protocollo informatico	Protocollo informatico	0962921592		apeemilio@comune.crotone.it	altro
sett1	c_d607	2	Servizi Demografici	Servizi Demografici	0536833223	https://www.comune.fiorano-modenese.mo.it/chi-siamo/anagrafe	demografici@cert.fiorano.it	pec
sett1	c_d122	3	Servizio notifiche - Archivio - Centralino	Servizio notifiche - Archivio - Centralino	0962921592		apeemilio@comune.crotone.it	altro
sett1	c_d607	3	Servizio Comunicazione ed Informazione	Servizio Comunicazione ed Informazione	0536833239	https://www.comune.fiorano-modenese.mo.it/chi-siamo/ufficio-relazioni-con-il-pubblico	urp@comune.fiorano-modenese.mo.it	altro
sett1	c_d122	4	Sportello unico cittadini	Sportello unico cittadini	0962921590		clausidomenico@comune.crotone.it	altro
sett1	c_d607	4	Servizio Cultura Sport Associazionismo e Politiche Giovanili	Servizio Cultura Sport Associazionismo e Politiche Giovanili	0536833265	https://www.comune.fiorano-modenese.mo.it/chi-siamo/cultura	cultura@comune.fiorano-modenese.mo.it	altro
sett1	c_d122	5	Anagrafe e servizi demografici	Anagrafe e servizi demografici	0962921590		clausidomenico@comune.crotone.it	altro
sett1	c_d122	6	Pubblica istruzione ed universita'	Pubblica istruzione ed universita'	0962921235		talianomaria@comune.crotone.it	altro
sett1	c_d122	7	Pari opportunita' uomo-donna	Pari opportunita' uomo-donna	0962921590		clausidomenico@comune.crotone.it	altro
sett1	c_d122	8	U.R.P - gestione accessi	U.R.P - gestione accessi	0962921592		apeemilio@comune.crotone.it	altro
sett2	c_c770	1	Settore 2	Affari generali, Ufficio messi, Uscierato, Commercio, Polizia Amministrativa, Archivio protocollo, URP - Informa giovani, Centralino, Servizio contratti e appalti, ERP	0733822285	http://www.comune.civitanova.mc.it	maria.palazzetti@comune.ciivtanova.mc.it	altro
sett2	c_d607	1	Servizio Ragioneria	Servizio Ragioneria	0536833242	https://www.comune.fiorano-modenese.mo.it/chi-siamo/ragioneria	ragioneria@cert.fiorano.it	pec
sett2	c_d122	1	Bilancio, gestione entrate/uscite e inventari beni mobili	Bilancio, gestione entrate/uscite e inventari beni mobili	0962921300		vilonegiuseppe@comune.crotone.it	altro
sett2	c_d122	2	Controllo economico-finanziario aziende con aule, societa' partecipate e servizi esternalizzati	Controllo economico-finanziario aziende con aule, societa' partecipate e servizi esternalizzati	0962921300		vilonegiuseppe@comune.crotone.it	altro
sett2	c_d607	2	Servizio Tributi	Servizio Tributi	0536833224	https://www.comune.fiorano-modenese.mo.it/chi-siamo/tributi	tributi@comune.fiorano-modenese.mo.it	altro
sett2	c_d122	3	Gestione tributi	Gestione tributi	0962921252		piscitellifrancesco@comune.crotone.it	altro
sett2	c_d607	3	Servizio Economico Patrimoniale	Servizio Economico Patrimoniale	0536833226	https://www.comune.fiorano-modenese.mo.it/chi-siamo/economato	economato@comune.fiorano-modenese.mo.it	altro
sett2	c_d122	4	Gestione economica del personale	Gestione economica del personale	0962921308		mazzamassimo@comune.crotone.it	altro
sett2	c_d607	4	Servizio Istruzione	Servizio Istruzione	0536833420	https://www.comune.fiorano-modenese.mo.it/chi-siamo/scuola	scuola@comune.fiorano-modenese.mo.it	altro
sett2	c_d607	5	Farmacie	Farmacia comunale	0536843551	https://www.comune.fiorano-modenese.mo.it/chi-siamo/farmacia	farmacie@comune.fiorano-modenese.mo.it	altro
sett3	c_c770	1	Settore 3	Servizio Cultura, Turismo, Biblioteca, Sport, Servizi Sociali, Servizi Educativi, Affari Legali, Affari Istituzionali, Gabinetto del Sindaco, Ufficio Stampa	0733822260	http://www.comune.civitanova.mc.it	giacomo.saracco@comune.civitanova.mc.it	altro
sett3	c_d607	1	Servizio Urbanistica e Edilizia	Servizio Urbanistica e Edilizia	0536833278	https://www.comune.fiorano-modenese.mo.it/chi-siamo/urbanistica	urbanistica@comune.fiorano-modenese.mo.it	altro
sett3	c_d122	1	Programmazione, progettazione e manutenzione opere pubbliche	Programmazione, progettazione e manutenzione opere pubbliche	0962921554		russoalessandro@comune.crotone.it	altro
sett3	c_d122	2	Ufficio espropri, patrimonio immobiliare	Ufficio espropri, patrimonio immobiliare	0962921408		monizzimariateresa@comune.crotone.it	altro
sett3	c_d607	2	Servizio Lavori Pubblici, Patrimonio e Manutenzione Urbana	Servizio Lavori Pubblici	0536833236	https://www.comune.fiorano-modenese.mo.it/chi-siamo/urbanistica	llpp@comune.fiorano-modenese.mo.it	altro
sett3	c_d122	3	Programmazione edilizia pubblica	Programmazione edilizia pubblica	0962921535		artesenicola@comune.crotone.it	altro
sett3	c_d607	3	Servizio Attivita' Produttive	Servizio Attivita' Produttive	0536833272	https://www.comune.fiorano-modenese.mo.it/chi-siamo/attivita-produttive	aproduttive@comune.fiorano-modenese.mo.it	altro
sett3	c_d607	4	Servizio Ambiente	Servizio Ambiente	0536833276	https://www.comune.fiorano-modenese.mo.it/chi-siamo/ambiente	ambiente@comune.fiorano-modenese.mo.it	altro
sett3	c_d122	4	Politiche abitative	Politiche abitative	0962921577		pipitaantonio@comune.crotone.it	altro
sett3	c_d122	5	Ufficio casa	Ufficio casa	0962921408		monizzimariateresa@comune.crotone.it	altro
sett4	c_c770	1	Settore 4	Servizio Bilancio, Gestione rolling paghe, Economato e Provveditorato, Servizio controlli equilibri, gestione societa' partecipate, Gestione amministrativa del patrimonio	0733822220	http://www.comune.civitanova.mc.it	marco.passarelli@comune.civitanova.mc.it	altro
sett5	c_c770	1	Settore 5	Servizio LL.PP. Manutenzione patrimonio edilizio, Servizio demanio, Servizi Ambiente, Servizi tecnici delegazione, servizi cimiteriali, Servizi Tecnologici Servizi a rete Fognature bianche, canali, fossi, Protezione civile, Strade, spazi pubblici, verde capoluogo, Segnaletica, OSAP	0733822326	http://www.comune.civitanova.mc.it	roberto.guarnieri@comune.civitanova.mc.it	altro
sett5	c_d122	1	Polizia municipale	Polizia municipale	0962921700		cerasoantonio@comune.crotone.it	altro
sett5	c_d122	2	Servizio controllo del territorio	Servizio controllo del territorio	0962921700		cerasoantonio@comune.crotone.it	altro
sett5	c_d122	3	Sicurezza, trasporti, mobilita' del traffico e viabilita'	Sicurezza, trasporti, mobilita' del traffico e viabilita'	0962921700		cerasoantonio@comune.crotone.it	altro
sett5	c_d122	4	Toponomastica	Toponomastica	0962921728		morabitomarco@comune.crotone.it	altro
sett6	c_c770	1	Settore 6	Servizio Pianific. e progettazione urbanistica, Servizio edilizia privata, Sportello unico edilizia, Sportello Unico Attivita Produttive, Abusivismo edilizio, Sportello catastale	0733822326	http://www.comune.civitanova.mc.it	roberto.guarnieri@comune.civitanova.mc.it	altro
sett6	c_d122	1	Avvocatura generale e gestione delle transazioni	Avvocatura generale e gestione delle transazioni	0962921453		russorosaconcetta@comune.crotone.it	altro
sett6	c_d122	2	Programmazione culturale:beni culturali, patrimonio artistico museale, biblioteche, archivio storico	Programmazione culturale:beni culturali, patrimonio artistico museale, biblioteche, archivio storico	0962921280		falzettadomenico@comune.crotone.it	altro
sett6	c_d122	3	Programmazione, progettazione e gestione politiche di inclusione sociale e asili	Programmazione, progettazione e gestione politiche di inclusione sociale e asili	0962921354		scaleravincenzo@comune.crotone.it	altro
sett6	c_d122	4	Programmazione, progettazione e gestione politiche giovanili, attivita' turistiche, sportive e di spettacolo	Programmazione, progettazione e gestione politiche giovaili, attivita' turistiche, sportive e di spettacolo	0962921280		falzettadomenico@comune.crotone.it	altro
sett7	c_c770	1	Settore 7	Servizi demografici capoluogo, Servizi demografici delegazione, Servizio Informatico, SIT, Servizi di igiene urbana, Gestione Risorse Umane	0733822610	http://www.comune.civitanova.mc.it	roberto.ripari@comune.civitanova.mc.it	altro
sett8	c_d122	1	Ufficio staff e comunicazione	Ufficio staff e comunicazione	0962921444		uffcomunicazione@comune.crotone.it	altro
sett8	c_d122	2	Segreteria assessori e presidente del consiglio comunale	Segreteria assessori e presidente del consiglio comunale	0962921321		capogabinetto@comune.crotone.it	altro
sett8	c_d122	3	Coordinamento attivita' istituzionali	Coordinamento attivita' istituzionali	0962921321		gabinettosindaco@comune.crotone.it	altro
SETTORE-AMMINIS	c_e413	1	SOCIO EDUCATIVO	SOCIO EDUCATIVO	0587930108	http://www.comune.lajatico.pi.it/page.php?id=187	f.brunetti@comune.lajatico.pi.it	altro
Settore_1	p_tp	1	Servizio Sistemi Informativi e Statistica	Servizio Sistemi Informativi e Statistica	0923806524	http://www.provincia.trapani.it/provinciatp/provinciatp/provinciatp/provinciatp/provinciatp/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/10	provincia.trapani@cert.prontotp.net	pec
Settore_1	p_tp	2	Servizio Avvocatura	Servizio Avvocatura	0923806215	http://www.provincia.trapani.it/provinciatp/provinciatp/provinciatp/provinciatp/provinciatp/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/10	msporretto@legalmail.it	pec
Settore_1	p_tp	3	Servizio Affari Generali - Contenzioso	Servizio Affari Generali - Contenzioso	0923806220	http://www.provincia.trapani.it/provinciatp/provinciatp/provinciatp/provinciatp/provinciatp/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/10	provincia.trapani@cert.prontotp.net	pec
Settore_3	p_tp	1	Servizio Bilancio e Servizi Finanziari	Servizio Bilancio e Servizi Finanziari	0923806579	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/72	provincia.trapani@cert.prontotp.net	pec
Settore_3	p_tp	2	Servizio Economato e Provveditorato	Servizio Economato e Provveditorato	0923806527	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/73	provincia.trapani@cert.prontotp.net	pec
Settore_3	p_tp	3	Servizio Personale Gestione giuridica Soc. Partecipate	Servizio Personale  Gestione giuridica Soc. Partecipate	0923806421	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/65	provincia.trapani@cert.prontotp.net	pec
Settore_3	p_tp	4	Servizio Tributi	Servizio Tributi	0923806530	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/74	provincia.trapani@cert.prontotp.net	pec
Settore_3	p_tp	5	Servizio Tributi	Servizio Tributi	0923806530	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/74	provincia.trapani@cert.prontotp.net	pec
Settore_3	p_tp	6	Servizio Tributi	Servizio Tributi	0923806530	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/74	provincia.trapani@cert.prontotp.net	pec
Settore_3	p_tp	7	Servizio Tributi	Servizio Tributi	0923806530	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/74	provincia.trapani@cert.prontotp.net	pec
Settore_4	p_tp	1	Servizio Pubblica Istruzione, Sport e Servizi sociali	Servizio Pubblica Istruzione, Sport e Servizi sociali	0923806257	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/77	provincia.trapani@cert.prontotp.net	pec
Settore_4	p_tp	2	Servizio Sviluppo Economico Turismo Cultura Attiv. Produttive Autoscuole	Servizio Sviluppo Economico Turismo Cultura Attiv. Produttive Autoscuole	0923806231	http://www.provincia.trapani.it/provinciatp/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/86	provincia.trapani@cert.prontotp.net	pec
Settore_5	p_tp	1	Servizio Tecnico Viabilita' - Progettazione, Manutenzione Straordinaria, Concessioni ed Espropriazioni	Servizio Tecnico Viabilita' - Progettazione, Manutenzione Straordinaria, Concessioni ed Espropriazioni	0923806658	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/79	provincia.trapani@cert.prontotp.net	pec
Settore_5	p_tp	2	Servizio Tecnico Edilizia	Servizio Tecnico Edilizia	0923806663	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/80	provincia.trapani@cert.prontotp.net	pec
Settore_5	p_tp	3	Servizio Tecnico Viabilita' - Controllo, Vigilanza, Manutenzione Ordinaria e Protezione Civile	Servizio Tecnico Viabilita' - Controllo, Vigilanza, Manutenzione Ordinaria e Protezione Civile	0923806646	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/79	provincia.trapani@cert.prontotp.net	pec
Settore_5	p_tp	4	Servizio Amministrativo Concessioni e gestione dei beni immobili	Servizio Amministrativo Concessioni e gestione dei beni immobili	0923806629	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/82	provincia.trapani@cert.prontotp.net	pec
Settore_6	p_tp	1	Tutela del Territorio - Rifiuti	Tutela del Territorio - Rifiuti	0923806630	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/86	provincia.trapani@cert.prontotp.net	pec
Settore_6	p_tp	2	Tutela del Territorio - Ambiente - Impianti termici	Tutela del Territorio - Ambiente - Impianti termici	0923806645	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/86	provincia.trapani@cert.prontotp.net	pec
Settore_6	p_tp	3	Aree Protette	Aree Protette	0923806604	http://www.provincia.trapani.it/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/87	provincia.trapani@cert.prontotp.net	pec
SETTORE_A	c_f567	1	PROTOCOLLO	Registrazione giornaliera di tutta la corrispondenza in entrata e in uscita	0733548711		protocollo@comune.pollenza.mc.it	altro
SETTORE_A	c_f567	2	SERVIZI SOCIALI	Gestione servizi sociali, casa riposo e rsa	0733548725		assistentesociale@comune.pollenza.mc.it	altro
SETTORE_A	c_f567	3	SERVIZIO ATTIVITA' PRODUTTIVE	Gestione pratiche relative al commercio, servizi, artigianato, agricoltura ecc.	0733548708	http://www.comune.pollenza.mc.it/suap/	commercio@comune.pollenza.mc.it	altro
SETTORE_A	c_f567	4	SERVIZI DEMOGRAFICI	Servizi di stato civile, anagrafe, leva ed elettorale	0733548722		statocivile@comune.pollenza.mc.it	altro
SETTORE_A	c_f567	5	SERVIZIO CULTURA E TURISMO	Promozione del settore turismo, organizzazione manifestazioni culturali e ricreative	0733548707		cultura@comune.pollenza.mc.it	altro
SETTORE_B	c_f567	1	SERVIZIO LAVORI PUBBLICI, TRASPORTI, IGIENE URBANA	Gestione pratiche relative al lavori pubblici, organizzazione e gestione servizio trasporti ed igiene urbana	0733548719		lavoripubblici@comune.pollenza.mc.it	altro
SETTORE_B	c_f567	2	SERVIZIO URBANISTICA, ASSETTO DEL TERRITORIO, EDILIZIA PRIVATA	Gestione pratiche edilizia privata. Modifiche e aggiornamento piani urbanistici e di assetto del territorio	0733548717		urbanistica@comune.pollenza.mc.it	altro
SETTORE_B	c_f567	3	UFFICIO SISMA	Gestione pratiche post sisma 2016	0733548729		sisma2016@comune.pollenza.mc.it	altro
SETTORE_C	c_f567	1	SERVIZIO ECONOMATO	Gestione pagamenti e riscossioni	0733548715		economato@comune.pollenza.mc.it	altro
SETTORE_C	c_f567	2	SERVIZIO TRIBUTI	Gestione tributi comunali	0733548705		tributi@comune.pollenza.mc.it	altro
SETTORE_D	c_f567	1	SERVIZIO POLIZIA MUNICIPALE	Gestione servizi di vigilanza e pubblica sicurezza	0733548724		poliziamunicipale@comune.pollenza.mc.it	altro
SETTORE_III	c_l109	1	Attivita' Produttive e Mercati	Attivita' Produttive e Mercati				altro
SETTORE_III	c_l109	2	Cultura, Biblioteca, Pinacoteca e Marketing Territoriale	Cultura, Biblioteca, Pinacoteca e Marketing Territoriale		null		altro
SETTORE_III	c_l109	3	Servizi alla Persona, Pubblica Istruzione e Sport	Servizi alla Persona, Pubblica Istruzione e Sport		null	servizisociali@comune.terlizzi.ba.it	altro
SETTORE_III	c_l109	4	Tributi	Tributi		http://www.servizilocalispa.it/terlizzi/edgt	tributi@comune.terlizzi.ba.it	altro
SETTORE_IV	c_l109	1	Polizia Municipale	Polizia Municipale		null	pm@comune.terlizzi.ba.it	altro
SETTORE_IV	c_l109	2	Servizi al Cittadino	Servizi al Cittadino		null	demografici@pec.comune.terlizzi.ba.it	pec
Settore_VI	c_d690	1	Cultura-sociali-lavoro-casa	Cultura-sociali-lavoro-casa	08544446205		affari.sociali@comunesgt.gov.it	altro
Sett_AAGG	c_e339	1	Servizio Informatico, Gare e Appalti	Informatico, Gare, Appalti, Forniture	0962797987		comune@isolacr.it	altro
Sett_AAGG	c_e339	2	Servizi Demografici	Anagrafe, Stato Civile, Elettorale, Leva	0962797913		comune@isolacr.it	altro
Sett_Econ_Fin	c_l858	1	Servizio Tributi	Tributi, Tributi Minori, Economato	0884712243	www.comune.vieste.fg.it	protocollo@pec.comune.vieste.fg.it	pec
SET_SERV_SOCIALI	c_g624	1	FAT_SERV_SOC	FATTURAZIONE SERVIZI SOCIALI	0934403006	www.comune.pietraperzia.en.it	pietraperzia.servizisociali@pec.it	pec
SF	sma_mn	1	LAURA LOATELLI	CERTIFICAZIONE CREDITI	0376922022	Ragioneria	ragioneria@comune.sanmartinodallargine.mn.it	altro
SF	c_e019	1	FINANZIARIO 	SERVIZIO FINANZIARIO E DEL PERSONALE	079869050	www.comune.giave.ss.it	ragioneria@comune.giave.ss.it	altro
SF	c_e019	2	TRIBUTI	SERVIZIO TRIBUTI	079869050	www.comune.giave.ss.it	tributi@comune.giave.ss.it	altro
SF	c_e019	3	AMMINISTRATIVO-DEMOGRAFICI	SERVIZIO AMMINISTRATIVO	079869050	www.comune.giave.ss.it	demografici@comune.giave.ss.it	altro
SF	c_e019	4	POLIZIA MUNICIPALE	SERVIZIO POLIZIA MUNICIPALE	079869050	www.comune.giave.ss.it	poliziamunicipale@comune.giave.ss.it	altro
SF	c_e019	5	SERVIZIO SOCIALE	SERVIZI SOCIO CULTURALE E SCOLASTICI	079869050	www.comune.giave.ss.it	servizisociali@comune.giave.ss.it	altro
SF	c_e019	6	SERVIZIO SOCIALE	SERVIZI SOCIO CULTURALI E SCOLASTICI	079869050	www.comune.giave.ss.it	servizisociali@comune.giave.ss.it	altro
SG	c_e974	1	Ufficio Staff del Segretario - Albo Pretorio - Controlli interni - Trasparenza - Anticorruzione	Ufficio Staff del Segretario - Albo Pretorio - Controlli interni - Trasparenza - Anticorruzione				altro
SHQSBY	aoucpg23	1	Nodo Smistamento Ordini	Nodo Smistamento Ordini	0805592181		nso.auocpbari@pec.rupar.puglia.it	pec
SI	c_e897	1	Gabinetto del Sindaco	Gabinetto del Sindaco - cerimoniale - rappresentanza - ufficio stampa e comunicazione - nomina dei rappresentanti del Comune negli Enti			segreteria.sindaco@pec.comune.mantova.it	pec
SIA	UTA	1	Area applicativi	Area applicativi				altro
SIA	UTA	2	Area assistenza	Area assistenza				altro
SIA	UTA	3	Area reti	Area reti				altro
SIA	UTA	4	Area sistemi	Area sistemi				altro
sisinf	c_h703	1	Servizi online	Rilascio credenziali di accesso ai servizi online erogati dall'ente	089662882	http://servizionline.comune.salerno.it/	a.mazza@pec.comune.salerno.it	pec
sittoponomastic	c_h163	1	Assegnazione numero civico	Assegnazione numero civico	0932676583	http://www.comune.ragusa.gov.it/comune/uffici/sett04/02/05numero_civico.html	sit@comune.ragusa.gov.it	altro
SOC	c_c516	1	SERVIZIO ASSISTENZA ECONOMICA	SERVIZIO ASSISTENZA ECONOMICA	0317776140		servizisociali@comune.cermenate.co.it	altro
SOC	c_c516	2	SERVIZI EDUCATIVI E RICREATIVI	SERVIZI EDUCATIVI E RICREATIVI	0317776140		servizisociali@comune.cermenate.co.it	altro
